County,City,Town,Address,Hospital_Name,Hospital_Type,Latitude,Longitude
전라남도,완도군,군외면,원동리 1066-5,송촌행복요양센터,요양병원,34.39150841353569,126.648067083219
전라남도,해남군,마산면,화내리 1023-4,가나안치매노인요양공동생활가정,요양병원,34.619818982332816,126.5668764038672
전라남도,해남군,해남읍,해리 521-1,다선재가장기요양센터,요양병원,34.5731759503619,126.604276034188
전라남도,해남군,옥천면,영춘리 524-2,태양주야간재가센터,요양병원,34.5666796159745,126.64701038175173
전라남도,해남군,옥천면,백호리 82-2,쥬빌리재가복지센터,요양병원,34.5467106233684,126.65866251266496
전라남도,해남군,마산면,화내리 1023-4,가나안요양원 경비실,요양병원,34.62043613790522,126.56729300537368
전라남도,고흥군,도양읍,용정리 233-16,녹동현대전문요양원,요양병원,34.5466210896312,127.146553730691
전라남도,고흥군,도양읍,용정리 361,도양노인건강복지타운 치매전문요양원,요양병원,34.5445905805155,127.145417164671
전라남도,고흥군,도양읍,봉암리 2408,녹동어울림,요양병원,34.5363484566692,127.13039197131
전라남도,고흥군,금산면,석정리 1145-1,동행주간보호센터,요양병원,34.4762196342925,127.133651068422
전라남도,완도군,고금면,가교리 863,고금요양원,요양병원,34.432406811015554,126.8200297828842
전라남도,고흥군,도양읍,용정리 832,원광녹동효도마을,요양병원,34.5572122169579,127.142745647638
전라남도,완도군,금일읍,화목리 70,금일소망의집,요양병원,34.3474301311057,127.033419207412
전라남도,장흥군,대덕읍,신월리 863-2,행복드림 노인요양복지타운,요양병원,34.5033827166876,126.865020697888
전라남도,고흥군,포두면,송산리 326,힐링요양원,요양병원,34.600874533901234,127.36230899838132
전라남도,고흥군,점암면,천학리 317-1,천사로요양원,요양병원,34.6266288462279,127.380553641577
전라남도,고흥군,포두면,차동리 1183,믿음의집,요양병원,34.54083620312208,127.35668784919166
전라남도,신안군,지도읍,탄동리 874,지도노인요양원,요양병원,35.0425287186174,126.18171436187
전라남도,신안군,자은면,구영리 386-2,자은노인요양공동생활가정,요양병원,34.88410081827387,126.04756023029238
전라남도,함평군,엄다면,엄다리 796,뿌리깊은나무,요양병원,35.0107670016074,126.516988929259
전라남도,무안군,무안읍,성남리 489-1,무안실버요양원,요양병원,34.9754828494084,126.466822001043
전라남도,함평군,학교면,월산리 564-6,함평나비요양원,요양병원,35.0408616988172,126.537291070005
전라남도,함평군,학교면,월산리 1252-1,함평군립요양원,요양병원,35.0489036939416,126.535875629937
전라남도,함평군,함평읍,내교리 171,함평흰돌사랑의집,요양병원,35.0615892615032,126.520517854952
전라남도,함평군,학교면,마산리 64-1,청수원,요양병원,35.048054962914165,126.560912287771
전라남도,함평군,함평읍,함평리 256,함평성애노인요양센터,요양병원,35.06586750872208,126.51247232141031
전라남도,함평군,함평읍,내교리 319,함평원광요양원,요양병원,35.0623507225912,126.514352471616
전라남도,함평군,함평읍,내교리 198-3,함평성심병원 노인요양시설,요양병원,35.0623125017446,126.520149670941
전라남도,무안군,망운면,목동리 280-1,하늘빛요양원,요양병원,35.0209690954618,126.395920410997
전라남도,무안군,청계면,상마리 915-7,에덴노인전문요양원,요양병원,34.9189748217909,126.419093807889
전라남도,함평군,나산면,구산리 131-1,정겨운뜰안요양원,요양병원,35.09780400790086,126.57613371914744
전라남도,무안군,청계면,월선리 119,엘림복지타운노인요양원,요양병원,34.8811249253635,126.455924945767
전라남도,무안군,청계면,상마리 915-14,다솜노인요양공동생활가정,요양병원,34.9188982870635,126.416664925948
전라남도,무안군,삼향읍,왕산리 121-10,자혜요양원,요양병원,34.8568960071837,126.4342842289
전라남도,나주시,왕곡면,장산리 9-5,한우리요양원 주간보호센터,요양병원,34.9868443755858,126.706300727762
전라남도,무안군,청계면,상마리 915-7,에덴원,요양병원,34.9182049047673,126.418687766658
전라남도,무안군,운남면,하묘리 499-11,미소드림 노인요양센터,요양병원,34.9801232856752,126.359436803196
전라남도,나주시,경현동,444,나주실버케어센터,요양병원,35.038693914331,126.701337002009
전라남도,나주시,삼영동,639,나주계산요양원,요양병원,35.00999692527555,126.69414053686312
전라남도,무안군,삼향읍,유교리 680,성산정신요양원,요양병원,34.85112433075862,126.4395241224982
전라남도,무안군,삼향읍,왕산리 388-1,디아코니아 노인요양원,요양병원,34.8638576344532,126.423768574594
전라남도,무안군,현경면,용정리 922-7,참사랑노인전문요양원,요양병원,35.0490859737006,126.374191120643
전라남도,나주시,안창동,640,효심노인요양원,요양병원,35.0077123826692,126.678956239622
전라남도,목포시,대양동,458,세영노인전문요양원,요양병원,34.83530708021035,126.41509495062633
전라남도,나주시,송월동,665-1,나주고운정요양원,요양병원,35.0271613819815,126.712387255525
전라남도,무안군,청계면,월선리 73-2,목장장애인요양원,요양병원,34.8832978212519,126.462941985794
전라남도,무안군,삼향읍,왕산리 928,엔젤그린케어요양원,요양병원,34.8527153065486,126.416716933358
전라남도,나주시,삼영동,644,나주시노인요양원,요양병원,35.01009874060649,126.6959182541116
전라남도,영암군,시종면,월송리 111,행복나눔효요양원,요양병원,34.8570844143874,126.6091719086104
전라남도,무안군,삼향읍,왕산리 928,로얄그린케어요양원,요양병원,34.852560713341,126.416809874589
전라남도,무안군,삼향읍,왕산리 926,양지그린케어 요양원,요양병원,34.8527421173435,126.417044781242
전라남도,무안군,청계면,월선리 73-2,목포장애인요양원,요양병원,34.8828256239825,126.462971310297
전라남도,무안군,청계면,상마리 915-8,무안 노인전문요양원,요양병원,34.9178651179239,126.418506316647
전라남도,무안군,현경면,용정리 922-7,참사랑노인전문요양원 주차장,요양병원,35.0489448246247,126.374086975262
전라남도,화순군,화순읍,삼천리 163,효사랑감로원,요양병원,35.03723595861078,126.9833901017885
전라남도,화순군,능주면,원지리 185,더불어요양원,요양병원,35.0109509626493,126.952982168791
전라남도,화순군,동면,장동리 683-1,소망요양원,요양병원,35.0291881536126,127.034974237084
전라남도,화순군,능주면,정남리 266,부모사랑실버빌,요양병원,34.9921450059326,126.954294174427
전라남도,화순군,능주면,만수리 109-2,행복드림실버빌,요양병원,35.0122418052667,126.953147960565
전라남도,화순군,화순읍,광덕리 153,연비재활요양원,요양병원,35.0542615870835,126.986868047503
전라남도,화순군,화순읍,교리 249,현대노인요양원,요양병원,35.0602206664905,126.98078079151
전라남도,화순군,화순읍,삼천리 637-5,화순중앙요양원,요양병원,35.058258397291695,126.98092923964384
전라남도,화순군,도곡면,대곡리 779-1,신도곡실버타운,요양병원,34.995671411673214,126.92853777311558
전라남도,화순군,도곡면,대곡리 779,산들바람실버빌,요양병원,34.9955138997691,126.928930053254
전라남도,화순군,도곡면,효산리 856-24,평안애노인전문요양원,요양병원,34.996660548289,126.913762328909
전라남도,화순군,화순읍,교리 100-11,영산노인복지센터,요양병원,35.0624637576222,126.984033983056
전라남도,화순군,도곡면,천암리 696-29,은빛소망요양원,요양병원,35.0144186465451,126.912455238148
전라남도,화순군,사평면,사평리 100-2,사평예랑의집,요양병원,35.0082621090782,127.094878332602
전라남도,화순군,동면,청궁리 96-1,화순햇살요양원,요양병원,35.0714069168963,127.058147898515
전라남도,나주시,남평읍,우산리 528-1,전남노인요양원휴,요양병원,35.0006396532211,126.88394903759
전라남도,나주시,다도면,송학리 990-3,빛고을정신요양원,요양병원,34.9849896788179,126.82765872747
전라남도,나주시,남평읍,서산리 237,실버스토리요양원,요양병원,35.020543285216,126.84966479796547
전라남도,나주시,남평읍,남평리 41,도울실버타운,요양병원,35.0463463537415,126.842048222973
전라남도,나주시,다도면,덕동리 14,덕인실버홈,요양병원,34.9699937509627,126.832468855123
전라남도,나주시,다도면,암정리 569,수덕의집,요양병원,34.926867800376684,126.8181480278518
전라남도,순천시,서면,선평리 489,순천노인전문요양원,요양병원,34.990029505311306,127.49698773749918
전라남도,순천시,서면,판교리 194-4,행복하우스,요양병원,35.02019933802884,127.50201425949824
전라남도,순천시,가곡동,990-1,송광실버하우스,요양병원,34.976431389257286,127.4804100160098
전라남도,순천시,가곡동,982-10,"정담요양원, 정담주간보호센터",요양병원,34.9787578168266,127.480643724595
전라남도,순천시,조례동,766,다올요양원,요양병원,34.972505362997104,127.52077259314
전라남도,순천시,왕지동,162,왕지실버타운요양원,요양병원,34.97705326683857,127.53925070582464
전라남도,순천시,석현동,636-1,은성복지회,요양병원,34.9909008900077,127.460712362048
전라남도,순천시,석현동,670,성산요양원,요양병원,34.99405262708,127.447068929326
전라남도,순천시,조례동,1392-1,한솔요양원,요양병원,34.9573466546104,127.514916684268
전라남도,순천시,동외동,147,청담우리함께요양원,요양병원,34.9560351232784,127.486723115592
전라남도,순천시,조례동,1392-1,한솔노인복지센터,요양병원,34.9573285904127,127.514925330073
전라남도,순천시,조례동,131-1,로이스기독재활원 인휴마을,요양병원,34.9629720209051,127.536192289468
전라남도,순천시,조례동,131-1,순천기독결핵재활원,요양병원,34.9627447137361,127.536432785914
전라남도,순천시,덕암동,362-15,우리들요양원,요양병원,34.947180022303534,127.5084950123354
전라남도,순천시,연향동,1436-8,평화의집노인요양원,요양병원,34.946547633238,127.513334085785
전라남도,광양시,광양읍,덕례리 963-2,실버랜드,요양병원,34.9695840024259,127.565127199417
전라남도,순천시,연향동,1351-1,봄날애방문요양센터,요양병원,34.950010000045,127.516907042019
전라남도,순천시,연향동,1372-4,연향실버빌,요양병원,34.9453152859277,127.514863348419
전라남도,광양시,광양읍,칠성리 517-6,느티나무요양원,요양병원,34.9710508101622,127.582053261
전라남도,순천시,상사면,흘산리 400-4,은빛마을,요양병원,34.943504629561,127.454487727961
전라남도,광양시,광양읍,덕례리 1665-17,광양제일요양원,요양병원,34.9675408135432,127.569517183189
전라남도,광양시,봉강면,구서리 496-2,봉강노인요양원,요양병원,35.0384391602239,127.571738070944
전라남도,광양시,광양읍,칠성리 937-5,광양칠성노인요양원,요양병원,34.9731398491205,127.577214755114
전라남도,순천시,인제동,101-6,순천린제노인복지센터,요양병원,34.9463191499964,127.484695222342
전라남도,순천시,남정동,429,행복한요양원,요양병원,34.93787002732744,127.48706893492204
전라남도,광양시,광양읍,읍내리 195-2,마로현노인요양원,요양병원,34.9760682537429,127.586837084351
전라남도,광양시,광양읍,구산리 763-7,매천요양원,요양병원,34.982151881445,127.578324981105
전라남도,광양시,광양읍,목성리 771,대한노인요양원,요양병원,34.97647249109387,127.5917646272111
전라남도,광양시,광양읍,인서리 107-1,우리동산요양원,요양병원,34.9717134346154,127.585965036111
전라남도,광양시,광양읍,칠성리 1003-5,그루터기요양원,요양병원,34.9780454680488,127.580543297217
전라남도,광양시,광양읍,칠성리 1001-15,복드림요양원,요양병원,34.9777958181949,127.581478955502
전라남도,광양시,광양읍,구산리 137-2,광양노인장기요양센터,요양병원,34.9837596783631,127.584962224527
전라남도,순천시,상사면,오곡리 148,로뎀요양원,요양병원,34.9181726366358,127.464840491813
전라남도,순천시,상사면,쌍지리 8-30,순천삼성요양원,요양병원,34.9341839932087,127.42261787737137
전라남도,광양시,옥룡면,산남리 654-1,평화요양원,요양병원,35.0105713907806,127.607605306498
전라남도,순천시,승주읍,신성리 989-1,승주실버빌,요양병원,35.0110303006801,127.386330905276
전라남도,순천시,상사면,쌍지리 8-5,사랑실버빌,요양병원,34.9346004403082,127.424167709395
전라남도,순천시,인월동,705-5,순천만요양원,요양병원,34.898710371511,127.485019296397
전라남도,순천시,상사면,비촌리 326,효부사랑요양원,요양병원,34.910264075985275,127.43909470534332
전라남도,여수시,율촌면,조화리 498-1,여수노인전문요양원,요양병원,34.87273568167618,127.58354255323664
전라남도,순천시,승주읍,평중리 566,미소요양원,요양병원,35.02172917326489,127.3667153544462
전라남도,광양시,옥곡면,대죽리 664,광양시노인전문요양원,요양병원,35.004559167855,127.664398199521
전라남도,순천시,낙안면,하송리 131,낙안효자실버빌,요양병원,34.91302599024875,127.3269645504624
전라남도,순천시,별량면,대룡리 533,섬돌요양원,요양병원,34.8862624935721,127.394759876814
경상남도,사천시,서포면,자혜리 1169-2,장수원,요양병원,35.00224587844795,127.99558799410062
경상남도,사천시,서포면,구평리 561,늘푸른노인요양원,요양병원,35.0059890501106,127.980650795272
경상남도,사천시,서포면,구평리 1269-1,사천솔밭요양원,요양병원,35.0165434382986,127.966073858814
경상남도,사천시,노룡동,368-5,참행복한요양원,요양병원,34.985580198158324,128.05741166433592
경상남도,사천시,백천동,461-2,사천행복요양원,요양병원,34.99227940315697,128.06282409495518
경상남도,사천시,죽림동,986,사회복지법인꽃나라 사천노인전문요양원,요양병원,34.96115563322649,128.0675316989369
경상남도,사천시,좌룡동,379-1,양지실버원,요양병원,34.9524197181729,128.076130297558
경상남도,하동군,진교면,술상리 553,사랑드림,요양병원,34.9980427491406,127.89917984964
경상남도,사천시,사남면,화전리 147-28,샘터노인요양원,요양병원,35.044873251917885,128.0995796570961
경상남도,사천시,동금동,69-5,사회복지법인 승연복지재단삼천포요양원,요양병원,34.9335021648946,128.080226049321
경상남도,사천시,사천읍,용당리 609,카이어르신유치원,요양병원,35.07969950065636,128.0785776120866
경상남도,남해군,창선면,당항리 883-6,남해창선 노인전문요양원,요양병원,34.8929457196679,128.00669801673
경상남도,진주시,내동면,신율리 258,그랜하우스요양원,요양병원,35.1459286757523,128.093575441462
경상남도,사천시,사천읍,구암리 325,사천건양요양원,요양병원,35.0901688883755,128.12172063054
경상남도,진주시,내동면,내평리 108,참진주요양원,요양병원,35.142648482756535,128.02121446492035
경상남도,하동군,진교면,백련리 330,백년사랑주간보호센터,요양병원,35.0309736473941,127.878462677467
경상남도,사천시,사천읍,두량리 1297-32,효담요양원,요양병원,35.1074370078182,128.119681356235
경상남도,사천시,사남면,계양리 208-2,부모님의집,요양병원,34.9828822361418,128.131916247089
경상남도,사천시,축동면,배춘리 343-2,한마음노인요양센터,요양병원,35.1001327396647,128.096216272889
경상남도,하동군,금남면,노량리 110-4,사회복지법인자혜복지재단 노량실버타운,요양병원,34.95983270043873,127.87862682769904
경상남도,하동군,고전면,고하리 151-7,한사랑노인요양원,요양병원,35.0231927673359,127.837872532588
경상남도,사천시,사천읍,정의리 405-6,현대노인복지센터,요양병원,35.0851923582187,128.089840828483
경상남도,진주시,정촌면,화개리 1098-1,삼성나눔어르신유치원,요양병원,35.13393189040391,128.1104669567157
경상남도,남해군,남해읍,아산리 157,남해요양원,요양병원,34.8467208908043,127.893109137829
경상남도,진주시,내동면,유수리 785-7,연지실버로드요양원,요양병원,35.136091459704,128.012078533152
경상남도,진주시,내동면,삼계리 270,도리원,요양병원,35.1489073699404,128.039004109405
경상남도,하동군,고전면,성천리 570-7,벧엘수양원,요양병원,35.04079605930946,127.82762766829474
경상남도,남해군,고현면,대곡리 1162,화방남해노인통합지원센터,요양병원,34.867824725854,127.86920848564964
경상남도,하동군,금남면,노량리 110-4,한려원,요양병원,34.959828835523,127.878538103369
경상남도,사천시,곤명면,정곡리 943-1,완사노인요양원,요양병원,35.1335788364353,127.977350787385
경상남도,남해군,남해읍,심천리 844,밝은집노인요양원,요양병원,34.8514872976006,127.893112532025
경상남도,진주시,내동면,내평리 108,재가복지진주기억학교,요양병원,35.1426557294936,128.02121016632
경상남도,진주시,평거동,301-1,진주어르신재가복지센타,요양병원,35.1726163672412,128.059287844088
경상남도,남해군,남해읍,아산리 144,남해실비노인요양원 주차장,요양병원,34.8469890635712,127.893413801064
경상남도,거제시,사등면,청곡리 56-44,거제실버웰요양센터,요양병원,34.9029770318118,128.509181578645
경상남도,창원시,마산합포구,구산면 반동리 631-1,춘추원,요양병원,35.0827430960707,128.572081679388
경상남도,창원시,마산합포구,구산면 석곡리 394-1,마산시니어카운티 본관,요양병원,35.1111157364898,128.554099753501
경상남도,창원시,마산합포구,진북면 대티리 375,마산정신요양원,요양병원,35.16845262703568,128.47368449901302
경상남도,통영시,용남면,장문리 879-7,가경노인요양원,요양병원,34.8731194735854,128.427974510458
경상남도,창원시,마산합포구,구산면 석곡리 394-1,마산시니어카운티 신관,요양병원,35.1114338176361,128.553471852954
경상남도,고성군,마암면,삼락리 801,고성정신요양원,요양병원,35.02244208425196,128.35312147902596
경상남도,고성군,고성읍,대독리 4,고성군 치매전문요양원,요양병원,34.96902912125825,128.31466818556584
경상남도,통영시,광도면,죽림리 1239-1,통영참사랑요양원,요양병원,34.884826086774,128.397692126243
경상남도,거제시,거제면,서정리 891-13,노인요양원솔향,요양병원,34.8574142799691,128.582669337717
경상남도,거제시,수월동,508-57,수월요양원,요양병원,34.8828880559205,128.654020016237
경상남도,거제시,하청면,유계리 822-4,선인노인요양원,요양병원,34.95717487431263,128.63858626547028
경상남도,거제시,고현동,609-1,성진실요양원,요양병원,34.88348777361882,128.62108019500914
경상남도,통영시,용남면,화삼리 448-2,해송노인전문요양원,요양병원,34.851677120338,128.447664522909
경상남도,고성군,대가면,유흥리 392-1,고성시니어스,요양병원,35.02027303306612,128.3024317114727
경상남도,고성군,마암면,삼락리 50,정다운집요양원,요양병원,35.0314076893913,128.361862088925
경상남도,통영시,북신동,704,통영실버타운요양원,요양병원,34.8560856023492,128.426446688839
경상남도,통영시,광도면,노산리 816-3,대건노인요양원,요양병원,34.90344481654956,128.3977307835497
경상남도,고성군,마암면,삼락리 801,효경의집,요양병원,35.0224672425422,128.353128467365
경상남도,고성군,고성읍,대독리 4,고성군노인요양원,요양병원,34.9696581346422,128.314427497812
경상남도,창원시,마산합포구,진북면 인곡리 452-1,기쁨요양원,요양병원,35.1360370486025,128.443360102359
경상남도,거제시,사등면,사곡리 867-7,온요양주간보호센터,요양병원,34.89660707601754,128.56648820634254
전라북도,고창군,무장면,도곡리 260-1,보리마을 도곡너싱홈,요양병원,35.4411632352423,126.549543111214
전라북도,고창군,아산면,성산리 596-12,효생노인요양공동생활가정,요양병원,35.44709193144628,126.58522998804222
전라북도,고창군,고창읍,율계리 90-1,고창군노인요양원,요양병원,35.4464000338441,126.684237574361
전라북도,고창군,고수면,봉산리 227-2,원광참살이요양원,요양병원,35.4192619065083,126.680978622854
전라북도,고창군,부안면,수동리 344-11,온누리복지타운,요양병원,35.5377948672685,126.654870241429
전라북도,고창군,부안면,수동리 53,야고바의집,요양병원,35.5298056916637,126.671632798878
전라북도,고창군,대산면,매산리 244-13,대산주간보호센터,요양병원,35.3407848707378,126.594964507787
전라북도,정읍시,산내면,능교리 1267,들꽃마을노인전문요양원,요양병원,35.5690048314852,126.992913538434
전라북도,정읍시,금붕동,906-15,정읍시립요양원,요양병원,35.5534962238404,126.894539725629
전라북도,정읍시,금붕동,1082-4,사회복지법인삼동회 정읍은혜의집,요양병원,35.55126270579929,126.89138621036294
전라남도,장성군,북하면,신성리 228-1,시일건강타운,요양병원,35.4259849735926,126.846417755843
전라북도,순창군,순창읍,순화리 538,옥천요양원,요양병원,35.3763239217201,127.133864094039
전라남도,담양군,금성면,석현리 63-3,금성노인요양원,요양병원,35.3426966363352,127.0246540555
전라북도,정읍시,태인면,태성리 390,동행요양원,요양병원,35.655441949482,126.947558517736
전라북도,정읍시,입암면,단곡리 191-8,크로바실버빌,요양병원,35.5167707557315,126.798766604959
전라북도,정읍시,수성동,919-10,샘골재가복지센터,요양병원,35.5824193678405,126.855087316223
전라남도,담양군,담양읍,양각리 59,메니노인전문요양원,요양병원,35.3221638436663,126.973425399413
전라남도,담양군,금성면,대성리 35,담양하늘숲요양원,요양병원,35.3710892810391,127.02069676133
전라북도,정읍시,입암면,천원리 82-1,입암 온누리요양원,요양병원,35.5040710807859,126.793269493099
전라북도,정읍시,시기동,76,정읍노인복지요양원,요양병원,35.5513997679088,126.863913262871
전라북도,정읍시,태인면,태성리 152,작은숲요양원,요양병원,35.6559811270626,126.942111671379
전라남도,장성군,북하면,신성리 231-7,샬롬의집,요양병원,35.4262630938087,126.846822459157
전라북도,정읍시,장명동,186,품안애,요양병원,35.5659453350678,126.859546951353
전라북도,완주군,구이면,백여리 1111-5,베다니나눔의집,요양병원,35.6603327427112,127.095714181054
전라북도,정읍시,하모동,70-115,한서요양병원 원무과,요양병원,35.5717792200422,126.834517108613
전라북도,완주군,구이면,백여리 1321,브니엘요양원,요양병원,35.64618573978835,127.09396594689989
전라북도,정읍시,상동,256-4,행운노인복지센터,요양병원,35.5558558481194,126.873051325139
전라북도,순창군,팔덕면,월곡리 618-2,세진노인요양공동생활가정,요양병원,35.4010993470179,127.104865136827
전라북도,정읍시,하모동,70-115,한서요양병원 3층간호사실,요양병원,35.5717792200422,126.834517108613
전라북도,남원시,이백면,남계리 343-8,소망의문,요양병원,35.4523878611596,127.441253467793
전라북도,남원시,갈치동,393-2,남원행복의집,요양병원,35.4657267805687,127.409663430777
전라북도,남원시,인월면,인월리 72-2,경애원,요양병원,35.451127998677,127.60419979566235
전라북도,남원시,이백면,척문리 406,살림노인요양원,요양병원,35.42646959512,127.422154392897
전라북도,남원시,광치동,767,포도원 노인요양원,요양병원,35.4567147407423,127.364360440118
전라북도,남원시,대산면,신계리 429-27,풍악복지재단 스마일빌,요양병원,35.4269480300795,127.305186761441
전라북도,장수군,천천면,장판리 52-1,장수노인전문요양원,요양병원,35.675039618704,127.523873497441
경상남도,함양군,함양읍,죽림리 1374,오봉산무지개마을노인요양원,요양병원,35.476087664966066,127.64898197590745
전라북도,남원시,왕정동,236-6,남원사랑노인재가복지센터,요양병원,35.41155938824483,127.37074085024246
전라북도,남원시,사매면,서도리 764-6,평강원,요양병원,35.4943763315477,127.315213834467
경상남도,함양군,함양읍,죽림리 817-7,다볕골노인요양원,요양병원,35.4699716209385,127.671690468482
전라북도,남원시,대산면,신계리 431-6,효성의집,요양병원,35.424519540295,127.303176821727
전라북도,임실군,삼계면,오지리 55,사랑요양원,요양병원,35.5275611401741,127.298668589964
전라북도,남원시,사매면,오신리 809-2,하늘빛사랑원,요양병원,35.49839626710304,127.35904222388908
경상남도,함양군,마천면,구양리 721,함양은혜의집,요양병원,35.4143640612797,127.686638065261
경상남도,함양군,함양읍,백연리 143-7,연꽃노인요양원,요양병원,35.5074638959395,127.71884833886
경상남도,함양군,함양읍,백연리 673,세진요양원,요양병원,35.5137767377676,127.716382458979
전라북도,임실군,오수면,오수리 387-23,굿모닝사랑원,요양병원,35.5406287044071,127.329938587839
전라북도,남원시,어현동,657-17,보은의집,요양병원,35.3802823184419,127.384433703646
전라북도,남원시,향교동,363-1,동북복지마을,요양병원,35.41817070917971,127.38537002539252
전라북도,장수군,장수읍,동촌리 14,삼동회장수수양원,요양병원,35.64007219775694,127.54615522239015
전라북도,남원시,어현동,657-17,보은노인복지센터,요양병원,35.3802787972499,127.384407273987
경상남도,산청군,단성면,방목리 268-1,산청복음전문요양원,요양병원,35.33021469328531,127.93075270343924
경상남도,함양군,유림면,화촌리 288-12,지리산노인요양원,요양병원,35.46612594393089,127.79068802593008
경상남도,산청군,금서면,평촌리 289,산청성모노인전문요양원,요양병원,35.4050073024837,127.848005141068
경상남도,산청군,금서면,특리 900-1,예심요양원,요양병원,35.437806996425,127.846974552427
경상남도,산청군,산청읍,옥산리 78,한일노인요양원,요양병원,35.411476385092115,127.87669875889324
경상남도,합천군,용주면,월평리 781,노블하임,요양병원,35.56664951479786,128.11590206809092
경상남도,합천군,삼가면,어전리 438,사회복지법인 해창복지재단,요양병원,35.3828320568632,128.117063557842
경상남도,합천군,삼가면,어전리 438,합천노인전문요양원,요양병원,35.3828963701987,128.117126073295
경상남도,산청군,금서면,평촌리 289,성모노인요양원주차장,요양병원,35.4049150588234,127.847792813086
경상남도,창녕군,계성면,사리 759-8,반야노블카운티요양원,요양병원,35.48990155434728,128.5358140572866
경상남도,창녕군,대지면,본초리 산 35,덕인러브힐,요양병원,35.54034402748998,128.4520597417204
경상남도,창녕군,도천면,일리 540-1,도천방문요양센터,요양병원,35.43567817316444,128.51953881753292
경상남도,창녕군,영산면,죽사리 341-4,함박양로원,요양병원,35.44665748126537,128.53783991679782
경상남도,창녕군,부곡면,거문리 843-2,부곡온천요양원,요양병원,35.4422786164986,128.580461138263
경상남도,창녕군,부곡면,수다리 429-2,창녕군노인전문요양원,요양병원,35.4278230725926,128.638344924861
경상남도,밀양시,무안면,신법리 83,효심마을,요양병원,35.47890012716082,128.6591791701875
경상남도,창녕군,남지읍,남지리 968-4,케어홈요양원,요양병원,35.3913474112642,128.474595638868
경상남도,밀양시,무안면,연상리 948-3,참조은노인요양원,요양병원,35.4526774498418,128.657136064816
경상남도,창원시,의창구,북면 내곡리 산 98-5,창원성심노인전문요양원,요양병원,35.3498911793305,128.574580171278
경상북도,청도군,풍각면,봉기리 1033,효사랑시니어센터,요양병원,35.63388985230008,128.6030970431533
경상남도,밀양시,부북면,퇴로리 513-1,천명사자비원,요양병원,35.544942205213,128.697964539895
경상남도,창원시,의창구,북면 신촌리 909-9,비엠이화요양원,요양병원,35.3480062827149,128.608215824716
경상남도,창원시,의창구,북면 월계리 105,믿음의집요양원,요양병원,35.3639034208156,128.635357881477
경상남도,합천군,적중면,옥두리 630-6,미타노인요양원,요양병원,35.5512279593121,128.292940185705
경상남도,밀양시,무안면,마흘리 561-1,단비요양원,요양병원,35.4964434592183,128.696502343426
경상남도,밀양시,무안면,무안리 515,한가족노인요양원,요양병원,35.4711549705998,128.662150850072
경상남도,함안군,대산면,구혜리 241-4,함안안나의집,요양병원,35.3499778948433,128.42955203469
경상남도,창원시,의창구,북면 상천리 1083-3,참사랑노인요양원,요양병원,35.3611032504245,128.575061915409
경상남도,창녕군,대합면,신당리 26-9,창녕군치매전담요양원,요양병원,35.5809584357832,128.439758674507
경상남도,창원시,의창구,북면 내곡리 1234-1,시립창원요양병원,요양병원,35.3493540813342,128.574301347754
경상남도,양산시,하북면,순지리 272-3,통도사자비원,요양병원,35.49593879238952,129.0894767260181
경상남도,양산시,하북면,초산리 311,보금자리요양원,요양병원,35.484312709033105,129.08900377503883
경상남도,양산시,하북면,삼감리 515-5,원정노인전문요양원,요양병원,35.4543432908589,129.065190063095
경상남도,양산시,하북면,삼감리 414-1,안심요양원,요양병원,35.4535573736646,129.067513557408
경상남도,양산시,하북면,용연리 1072-1,송원정신요양원,요양병원,35.430922739550844,129.07130999088469
경상남도,양산시,상북면,석계리 237-10,양산행복한요양원,요양병원,35.4156893701353,129.058974097432
경상남도,양산시,원동면,내포리 233,자연생활의집,요양병원,35.40758410269007,128.96130575362673
경상남도,밀양시,단장면,무릉리 793-5,송남공동생활가정요양원,요양병원,35.4971540646451,128.885349633202
경상남도,양산시,명동,124,성요셉노인요양원,요양병원,35.38926465596008,129.17328720664557
경상남도,밀양시,산외면,금곡리 896,밀양시립노인요양원,요양병원,35.5105016310376,128.82824061715
경상남도,양산시,주남동,1008,굿모닝요양원,요양병원,35.4258128783393,129.147448662296
경상남도,양산시,어곡동,1044-2,양산노인실비요양원,요양병원,35.3692617709286,129.007712002199
경상남도,양산시,주남동,652-10,진성예담요양원,요양병원,35.4234628513097,129.150279371151
경상남도,밀양시,단장면,미촌리 114,사랑요양원&사랑재가노인복지센터,요양병원,35.4948075364144,128.845489182142
경상남도,양산시,덕계동,1069,세호요양원,요양병원,35.3737651297913,129.149137882945
경상남도,밀양시,삼랑진읍,청학리 287,강남요양원,요양병원,35.45049712840325,128.8067454442361
경상남도,양산시,중부동,296,성모요양의집,요양병원,35.3438681228994,129.04038161775608
경상남도,밀양시,산외면,남기리 286-1,명성요양원,요양병원,35.5102656452125,128.787231287545
경상남도,양산시,북부동,462-28,건강한재가복지센터,요양병원,35.3437994721213,129.034405662099
경상남도,밀양시,산외면,금곡리 259-1,밀양시립요양원,요양병원,35.5098511947892,128.832621157825
경상남도,양산시,평산동,57,으뜸요양원,요양병원,35.38545342537899,129.1545536723746
경상남도,양산시,상북면,소토리 908,심청실버홈,요양병원,35.3877423152156,129.0484993474508
경상남도,양산시,하북면,삼감리 515-5,평강에코텍,요양병원,35.4543291052863,129.065176484624
