County,City,Town,Village,Housing_Type,Official_Land_Value,Actual_Land_Value
충청북도,청주시,흥덕구,비하동,연립/다세대,575755.0,6423.0
충청북도,청주시,흥덕구,송절동,아파트,975940.0,43863.0
충청북도,청주시,흥덕구,신봉동,아파트,819857.0,15248.0
충청북도,청주시,흥덕구,신봉동,연립/다세대,665800.0,20234.0
충청북도,청주시,흥덕구,오송읍 궁평리,아파트,466500.0,12500.0
충청북도,청주시,흥덕구,오송읍 동평리,연립/다세대,294900.0,16350.0
충청북도,청주시,흥덕구,오송읍 만수리,아파트,759900.0,34100.0
충청북도,청주시,흥덕구,오송읍 봉산리,아파트,597433.0,26177.0
충청북도,청주시,흥덕구,오송읍 서평리,아파트,264000.0,3420.0
충청북도,청주시,흥덕구,오송읍 서평리,연립/다세대,482700.0,12050.0
충청북도,청주시,흥덕구,오송읍 쌍청리,연립/다세대,233167.0,13333.0
충청북도,청주시,흥덕구,오송읍 연제리,아파트,747380.0,41160.0
충청북도,청주시,흥덕구,오송읍 오송리,아파트,643900.0,13250.0
충청북도,청주시,흥덕구,오송읍 오송리,연립/다세대,507000.0,5000.0
충청북도,청주시,흥덕구,오송읍 정중리,아파트,408900.0,12900.0
충청북도,청주시,흥덕구,옥산면 가락리,아파트,406300.0,21945.0
충청북도,청주시,흥덕구,옥산면 오산리,아파트,393311.0,6833.0
충청북도,청주시,흥덕구,옥산면 오산리,연립/다세대,399200.0,12967.0
충청북도,청주시,흥덕구,운천동,아파트,818033.0,8536.0
충청북도,청주시,흥덕구,운천동,연립/다세대,554582.0,4982.0
충청북도,충주시,교현동,,아파트,432364.0,9321.0
충청북도,충주시,교현동,,연립/다세대,367943.0,8673.0
충청북도,충주시,금가면,도촌리,아파트,121800.0,7500.0
충청북도,충주시,금릉동,,아파트,533700.0,9360.0
충청북도,충주시,금릉동,,연립/다세대,416725.0,12588.0
충청북도,충주시,노은면,연하리,연립/다세대,87600.0,5000.0
충청북도,충주시,단월동,,연립/다세대,289000.0,3500.0
충청북도,충주시,대소원면,대소리,아파트,279300.0,4281.0
충청북도,충주시,대소원면,대소리,연립/다세대,243167.0,6491.0
충청북도,충주시,대소원면,만정리,아파트,142000.0,8995.0
충청북도,충주시,대소원면,본리,아파트,327825.0,18938.0
충청북도,충주시,목행동,,아파트,254940.0,13584.0
충청북도,충주시,목행동,,연립/다세대,243867.0,4422.0
충청북도,충주시,문화동,,아파트,541150.0,19276.0
충청북도,충주시,문화동,,연립/다세대,321367.0,5952.0
충청북도,충주시,봉방동,,아파트,477725.0,13435.0
충청북도,충주시,봉방동,,연립/다세대,360458.0,6167.0
충청북도,충주시,산척면,송강리,연립/다세대,99400.0,8425.0
충청북도,충주시,성남동,,연립/다세대,447500.0,11900.0
충청북도,충주시,성내동,,연립/다세대,356900.0,7000.0
충청북도,충주시,성서동,,아파트,691300.0,8664.0
충청북도,충주시,수안보면,온천리,아파트,58065.0,2000.0
충청북도,충주시,수안보면,온천리,연립/다세대,139043.0,3929.0
충청북도,충주시,신니면,용원리,연립/다세대,126700.0,3000.0
충청북도,충주시,안림동,,아파트,472738.0,21663.0
충청북도,충주시,안림동,,연립/다세대,253150.0,25375.0
충청북도,충주시,앙성면,용대리,아파트,167600.0,7200.0
충청북도,충주시,앙성면,용대리,연립/다세대,143500.0,4750.0
충청북도,충주시,앙성면,용포리,아파트,100600.0,4712.0
충청북도,충주시,앙성면,용포리,연립/다세대,112200.0,6450.0
충청북도,충주시,엄정면,용산리,아파트,174500.0,24630.0
충청북도,충주시,엄정면,용산리,연립/다세대,99300.0,2500.0
충청북도,충주시,연수동,,아파트,574644.0,17177.0
충청북도,충주시,연수동,,연립/다세대,398988.0,14028.0
충청북도,충주시,용관동,,아파트,172100.0,2819.0
충청북도,충주시,용산동,,아파트,487355.0,14736.0
충청북도,충주시,용산동,,연립/다세대,381915.0,10202.0
충청북도,충주시,주덕읍,신양리,아파트,289100.0,5205.0
충청북도,충주시,주덕읍,신양리,연립/다세대,232717.0,8875.0
충청북도,충주시,주덕읍,신중리,아파트,149300.0,3971.0
충청북도,충주시,중앙탑면,루암리,연립/다세대,156900.0,5300.0
충청북도,충주시,중앙탑면,용전리,아파트,356900.0,23537.0
충청북도,충주시,중앙탑면,용전리,연립/다세대,337100.0,30592.0
충청북도,충주시,중앙탑면,탑평리,연립/다세대,247700.0,8908.0
충청북도,충주시,지현동,,아파트,397900.0,13844.0
충청북도,충주시,지현동,,연립/다세대,313553.0,10983.0
충청북도,충주시,직동,,연립/다세대,68300.0,8650.0
충청북도,충주시,충의동,,아파트,500900.0,5554.0
충청북도,충주시,칠금동,,아파트,473450.0,18222.0
충청북도,충주시,칠금동,,연립/다세대,411900.0,6500.0
충청북도,충주시,풍동,,아파트,148100.0,3597.0
충청북도,충주시,호암동,,아파트,469062.0,21755.0
충청북도,충주시,호암동,,연립/다세대,427314.0,9229.0
강원특별자치도,강릉시,강동면,모전리,단독/다가구,,8513.0
강원특별자치도,강릉시,강동면,상시동리,단독/다가구,,18194.0
강원특별자치도,강릉시,강동면,심곡리,단독/다가구,,11975.0
강원특별자치도,강릉시,강동면,안인리,단독/다가구,,15100.0
강원특별자치도,강릉시,강동면,안인진리,단독/다가구,,55000.0
강원특별자치도,강릉시,강동면,언별리,단독/다가구,,5260.0
강원특별자치도,강릉시,강동면,정동진리,단독/다가구,,20600.0
강원특별자치도,강릉시,강동면,하시동리,단독/다가구,,10125.0
강원특별자치도,강릉시,강문동,,단독/다가구,,21000.0
강원특별자치도,강릉시,견소동,,단독/다가구,,57000.0
강원특별자치도,강릉시,교동,,단독/다가구,,54891.0
강원특별자치도,강릉시,구정면,구정리,단독/다가구,,14233.0
강원특별자치도,강릉시,구정면,덕현리,단독/다가구,,13500.0
강원특별자치도,강릉시,구정면,어단리,단독/다가구,,34250.0
강원특별자치도,강릉시,구정면,여찬리,단독/다가구,,47925.0
강원특별자치도,강릉시,구정면,제비리,단독/다가구,,64365.0
강원특별자치도,강릉시,구정면,학산리,단독/다가구,,38667.0
강원특별자치도,강릉시,난곡동,,단독/다가구,,57802.0
강원특별자치도,강릉시,남문동,,단독/다가구,,47000.0
강원특별자치도,강릉시,내곡동,,단독/다가구,,24514.0
강원특별자치도,강릉시,노암동,,단독/다가구,,13778.0
강원특별자치도,강릉시,담산동,,단독/다가구,,40000.0
강원특별자치도,강릉시,대전동,,단독/다가구,,32667.0
강원특별자치도,강릉시,명주동,,단독/다가구,,12500.0
강원특별자치도,강릉시,박월동,,단독/다가구,,13500.0
강원특별자치도,강릉시,병산동,,단독/다가구,,25911.0
강원특별자치도,강릉시,사천면,노동리,단독/다가구,,33440.0
강원특별자치도,강릉시,사천면,덕실리,단독/다가구,,30500.0
강원특별자치도,강릉시,사천면,사천진리,단독/다가구,,70396.0
강원특별자치도,강릉시,사천면,산대월리,단독/다가구,,40115.0
강원특별자치도,강릉시,사천면,석교리,단독/다가구,,23973.0
강원특별자치도,강릉시,사천면,판교리,단독/다가구,,21834.0
강원특별자치도,강릉시,성남동,,단독/다가구,,13950.0
강원특별자치도,강릉시,성산면,관음리,단독/다가구,,15467.0
강원특별자치도,강릉시,성산면,금산리,단독/다가구,,23413.0
강원특별자치도,강릉시,성산면,보광리,단독/다가구,,16575.0
강원특별자치도,강릉시,성산면,산북리,단독/다가구,,33906.0
강원특별자치도,강릉시,성산면,송암리,단독/다가구,,36500.0
강원특별자치도,강릉시,성산면,어흘리,단독/다가구,,29800.0
강원특별자치도,강릉시,성산면,위촌리,단독/다가구,,32567.0
강원특별자치도,강릉시,송정동,,단독/다가구,,120500.0
강원특별자치도,강릉시,신석동,,단독/다가구,,5750.0
강원특별자치도,강릉시,안현동,,단독/다가구,,110000.0
강원특별자치도,강릉시,연곡면,삼산리,단독/다가구,,23860.0
강원특별자치도,강릉시,연곡면,송림리,단독/다가구,,16200.0
강원특별자치도,강릉시,연곡면,영진리,단독/다가구,,85362.0
강원특별자치도,강릉시,연곡면,행정리,단독/다가구,,21029.0
강원특별자치도,강릉시,옥계면,금진리,단독/다가구,,18667.0
강원특별자치도,강릉시,옥계면,낙풍리,단독/다가구,,4400.0
강원특별자치도,강릉시,옥계면,산계리,단독/다가구,,7970.0
강원특별자치도,강릉시,옥계면,주수리,단독/다가구,,12700.0
강원특별자치도,강릉시,옥계면,천남리,단독/다가구,,800.0
강원특별자치도,강릉시,옥계면,현내리,단독/다가구,,13750.0
강원특별자치도,강릉시,옥천동,,단독/다가구,,19968.0
강원특별자치도,강릉시,왕산면,고단리,단독/다가구,,7330.0
강원특별자치도,강릉시,왕산면,도마리,단독/다가구,,7250.0
강원특별자치도,강릉시,왕산면,목계리,단독/다가구,,10279.0
강원특별자치도,강릉시,왕산면,왕산리,단독/다가구,,26000.0
강원특별자치도,강릉시,용강동,,단독/다가구,,33250.0
강원특별자치도,강릉시,운산동,,단독/다가구,,27995.0
강원특별자치도,강릉시,유산동,,단독/다가구,,11700.0
강원특별자치도,강릉시,유천동,,단독/다가구,,36900.0
강원특별자치도,강릉시,임당동,,단독/다가구,,57100.0
강원특별자치도,강릉시,입암동,,단독/다가구,,9071.0
강원특별자치도,강릉시,저동,,단독/다가구,,73845.0
강원특별자치도,강릉시,주문진읍,교항리,단독/다가구,,24784.0
강원특별자치도,강릉시,주문진읍,장덕리,단독/다가구,,12433.0
강원특별자치도,강릉시,주문진읍,주문리,단독/다가구,,8741.0
강원특별자치도,강릉시,주문진읍,향호리,단독/다가구,,60000.0
강원특별자치도,강릉시,죽헌동,,단독/다가구,,16421.0
강원특별자치도,강릉시,지변동,,단독/다가구,,55275.0
강원특별자치도,강릉시,초당동,,단독/다가구,,31800.0
강원특별자치도,강릉시,포남동,,단독/다가구,,23874.0
강원특별자치도,강릉시,홍제동,,단독/다가구,,16590.0
강원특별자치도,고성군,간성읍,광산리,단독/다가구,,6050.0
강원특별자치도,고성군,간성읍,교동리,단독/다가구,,2400.0
강원특별자치도,고성군,간성읍,금수리,단독/다가구,,20500.0
강원특별자치도,고성군,간성읍,상리,단독/다가구,,20488.0
강원특별자치도,고성군,간성읍,신안리,단독/다가구,,16775.0
강원특별자치도,고성군,간성읍,장신리,단독/다가구,,5150.0
강원특별자치도,고성군,간성읍,흘리,단독/다가구,,7576.0
강원특별자치도,고성군,거진읍,거진리,단독/다가구,,8206.0
강원특별자치도,고성군,거진읍,대대리,단독/다가구,,10183.0
강원특별자치도,고성군,거진읍,반암리,단독/다가구,,24500.0
강원특별자치도,고성군,거진읍,송죽리,단독/다가구,,19900.0
강원특별자치도,고성군,거진읍,송포리,단독/다가구,,18021.0
강원특별자치도,고성군,거진읍,초계리,단독/다가구,,960.0
강원특별자치도,고성군,죽왕면,가진리,단독/다가구,,39667.0
강원특별자치도,고성군,죽왕면,공현진리,단독/다가구,,16250.0
강원특별자치도,고성군,죽왕면,문암진리,단독/다가구,,17000.0
강원특별자치도,고성군,죽왕면,삼포리,단독/다가구,,21000.0
강원특별자치도,고성군,죽왕면,야촌리,단독/다가구,,6000.0
강원특별자치도,고성군,토성면,교암리,단독/다가구,,65778.0
강원특별자치도,고성군,토성면,도원리,단독/다가구,,17000.0
강원특별자치도,고성군,토성면,성대리,단독/다가구,,53428.0
강원특별자치도,고성군,토성면,아야진리,단독/다가구,,14333.0
강원특별자치도,고성군,토성면,용암리,단독/다가구,,19500.0
강원특별자치도,고성군,토성면,용촌리,단독/다가구,,47500.0
강원특별자치도,고성군,토성면,원암리,단독/다가구,,38000.0
강원특별자치도,고성군,토성면,인흥리,단독/다가구,,35000.0
강원특별자치도,고성군,토성면,천진리,단독/다가구,,18000.0
강원특별자치도,고성군,토성면,청간리,단독/다가구,,18500.0
강원특별자치도,고성군,현내면,대진리,단독/다가구,,5845.0
강원특별자치도,고성군,현내면,명파리,단독/다가구,,15000.0
강원특별자치도,고성군,현내면,산학리,단독/다가구,,13000.0
강원특별자치도,고성군,현내면,초도리,단독/다가구,,12725.0
강원특별자치도,동해시,괴란동,,단독/다가구,,10000.0
강원특별자치도,동해시,구미동,,단독/다가구,,11930.0
강원특별자치도,동해시,귀운동,,단독/다가구,,30000.0
강원특별자치도,동해시,단봉동,,단독/다가구,,10636.0
강원특별자치도,동해시,대구동,,단독/다가구,,6675.0
강원특별자치도,동해시,대진동,,단독/다가구,,27000.0
강원특별자치도,동해시,동회동,,단독/다가구,,12500.0
강원특별자치도,동해시,만우동,,단독/다가구,,19800.0
강원특별자치도,동해시,망상동,,단독/다가구,,15000.0
강원특별자치도,동해시,묵호진동,,단독/다가구,,17233.0
강원특별자치도,동해시,발한동,,단독/다가구,,10871.0
강원특별자치도,동해시,부곡동,,단독/다가구,,5769.0
강원특별자치도,동해시,북평동,,단독/다가구,,15387.0
강원특별자치도,동해시,송정동,,단독/다가구,,10333.0
강원특별자치도,동해시,쇄운동,,단독/다가구,,29350.0
강원특별자치도,동해시,신흥동,,단독/다가구,,28750.0
강원특별자치도,동해시,심곡동,,단독/다가구,,1200.0
강원특별자치도,동해시,어달동,,단독/다가구,,12000.0
강원특별자치도,동해시,용정동,,단독/다가구,,20288.0
강원특별자치도,동해시,이도동,,단독/다가구,,21340.0
강원특별자치도,동해시,이로동,,단독/다가구,,8496.0
강원특별자치도,동해시,지흥동,,단독/다가구,,16167.0
강원특별자치도,동해시,천곡동,,단독/다가구,,40907.0
강원특별자치도,동해시,추암동,,단독/다가구,,21500.0
강원특별자치도,동해시,평릉동,,단독/다가구,,53829.0
강원특별자치도,동해시,효가동,,단독/다가구,,33500.0
강원특별자치도,삼척시,가곡면,동활리,단독/다가구,,34600.0
강원특별자치도,삼척시,가곡면,탕곡리,단독/다가구,,9184.0
강원특별자치도,삼척시,갈천동,,단독/다가구,,50000.0
강원특별자치도,삼척시,교동,,단독/다가구,,33662.0
강원특별자치도,삼척시,근덕면,교가리,단독/다가구,,17620.0
강원특별자치도,삼척시,근덕면,교곡리,단독/다가구,,4740.0
강원특별자치도,삼척시,근덕면,궁촌리,단독/다가구,,26114.0
강원특별자치도,삼척시,근덕면,금계리,단독/다가구,,8000.0
강원특별자치도,삼척시,근덕면,덕산리,단독/다가구,,17250.0
강원특별자치도,삼척시,근덕면,동막리,단독/다가구,,6058.0
강원특별자치도,삼척시,근덕면,매원리,단독/다가구,,28000.0
강원특별자치도,삼척시,근덕면,부남리,단독/다가구,,5650.0
강원특별자치도,삼척시,근덕면,상맹방리,단독/다가구,,22300.0
강원특별자치도,삼척시,근덕면,용화리,단독/다가구,,22484.0
강원특별자치도,삼척시,근덕면,장호리,단독/다가구,,35000.0
강원특별자치도,삼척시,근덕면,초곡리,단독/다가구,,22000.0
강원특별자치도,삼척시,근덕면,하맹방리,단독/다가구,,10800.0
강원특별자치도,삼척시,남양동,,단독/다가구,,26625.0
강원특별자치도,삼척시,노곡면,상군천리,단독/다가구,,18000.0
강원특별자치도,삼척시,노곡면,상월산리,단독/다가구,,4233.0
강원특별자치도,삼척시,노곡면,하마읍리,단독/다가구,,19500.0
강원특별자치도,삼척시,노곡면,하월산리,단독/다가구,,1900.0
강원특별자치도,삼척시,당저동,,단독/다가구,,22700.0
강원특별자치도,삼척시,도계읍,늑구리,단독/다가구,,5200.0
강원특별자치도,삼척시,도계읍,도계리,단독/다가구,,6244.0
강원특별자치도,삼척시,도계읍,심포리,단독/다가구,,11000.0
강원특별자치도,삼척시,도계읍,전두리,단독/다가구,,4700.0
강원특별자치도,삼척시,도계읍,흥전리,단독/다가구,,1850.0
강원특별자치도,삼척시,마달동,,단독/다가구,,137629.0
강원특별자치도,삼척시,미로면,내미로리,단독/다가구,,17412.0
강원특별자치도,삼척시,미로면,사둔리,단독/다가구,,23000.0
강원특별자치도,삼척시,미로면,상거노리,단독/다가구,,12733.0
강원특별자치도,삼척시,미로면,하정리,단독/다가구,,9650.0
강원특별자치도,삼척시,신기면,신기리,단독/다가구,,4100.0
강원특별자치도,삼척시,오분동,,단독/다가구,,10000.0
강원특별자치도,삼척시,우지동,,단독/다가구,,39900.0
강원특별자치도,삼척시,원덕읍,산양리,단독/다가구,,1000.0
강원특별자치도,삼척시,원덕읍,옥원리,단독/다가구,,27000.0
강원특별자치도,삼척시,원덕읍,이천리,단독/다가구,,4475.0
강원특별자치도,삼척시,원덕읍,임원리,단독/다가구,,8300.0
강원특별자치도,삼척시,원덕읍,호산리,단독/다가구,,14878.0
강원특별자치도,삼척시,적노동,,단독/다가구,,3000.0
강원특별자치도,삼척시,정상동,,단독/다가구,,10975.0
강원특별자치도,삼척시,정하동,,단독/다가구,,10000.0
강원특별자치도,삼척시,조비동,,단독/다가구,,4020.0
강원특별자치도,삼척시,하장면,번천리,단독/다가구,,10750.0
강원특별자치도,삼척시,하장면,토산리,단독/다가구,,3300.0
강원특별자치도,삼척시,하장면,판문리,단독/다가구,,1100.0
강원특별자치도,속초시,교동,,단독/다가구,,65971.0
강원특별자치도,속초시,금호동,,단독/다가구,,13825.0
강원특별자치도,속초시,노학동,,단독/다가구,,25311.0
강원특별자치도,속초시,대포동,,단독/다가구,,15350.0
강원특별자치도,속초시,도문동,,단독/다가구,,30894.0
강원특별자치도,속초시,동명동,,단독/다가구,,16042.0
강원특별자치도,속초시,설악동,,단독/다가구,,12800.0
강원특별자치도,속초시,영랑동,,단독/다가구,,34487.0
강원특별자치도,속초시,장사동,,단독/다가구,,22765.0
강원특별자치도,속초시,조양동,,단독/다가구,,26091.0
강원특별자치도,속초시,중앙동,,단독/다가구,,32443.0
강원특별자치도,속초시,청학동,,단독/다가구,,11775.0
강원특별자치도,속초시,청호동,,단독/다가구,,37500.0
강원특별자치도,양구군,국토정중앙면,가오작리,단독/다가구,,4215.0
강원특별자치도,양구군,국토정중앙면,용하리,단독/다가구,,10000.0
강원특별자치도,양구군,국토정중앙면,창리,단독/다가구,,9100.0
강원특별자치도,양구군,국토정중앙면,청리,단독/다가구,,40000.0
강원특별자치도,양구군,동면,월운리,단독/다가구,,11000.0
강원특별자치도,양구군,동면,임당리,단독/다가구,,7510.0
강원특별자치도,양구군,동면,지석리,단독/다가구,,15000.0
강원특별자치도,양구군,동면,팔랑리,단독/다가구,,7300.0
강원특별자치도,양구군,방산면,고방산리,단독/다가구,,10000.0
강원특별자치도,양구군,방산면,오미리,단독/다가구,,11875.0
강원특별자치도,양구군,방산면,현리,단독/다가구,,9500.0
강원특별자치도,양구군,양구읍,공수리,단독/다가구,,13220.0
강원특별자치도,양구군,양구읍,군량리,단독/다가구,,3400.0
강원특별자치도,양구군,양구읍,도사리,단독/다가구,,5500.0
강원특별자치도,양구군,양구읍,상리,단독/다가구,,24377.0
강원특별자치도,양구군,양구읍,송청리,단독/다가구,,20220.0
강원특별자치도,양구군,양구읍,안대리,단독/다가구,,17200.0
강원특별자치도,양구군,양구읍,월명리,단독/다가구,,12000.0
강원특별자치도,양구군,양구읍,정림리,단독/다가구,,29550.0
강원특별자치도,양구군,양구읍,하리,단독/다가구,,17438.0
강원특별자치도,양구군,해안면,만대리,단독/다가구,,3500.0
강원특별자치도,양구군,해안면,현리,단독/다가구,,5017.0
강원특별자치도,양양군,강현면,강선리,단독/다가구,,15000.0
강원특별자치도,양양군,강현면,물갑리,단독/다가구,,37500.0
강원특별자치도,양양군,강현면,물치리,단독/다가구,,1690.0
강원특별자치도,양양군,강현면,방축리,단독/다가구,,23300.0
강원특별자치도,양양군,강현면,석교리,단독/다가구,,29500.0
강원특별자치도,양양군,강현면,정암리,단독/다가구,,36033.0
강원특별자치도,양양군,강현면,중복리,단독/다가구,,22000.0
강원특별자치도,양양군,강현면,하복리,단독/다가구,,25654.0
강원특별자치도,양양군,서면,갈천리,단독/다가구,,20000.0
강원특별자치도,양양군,서면,범부리,단독/다가구,,13400.0
강원특별자치도,양양군,서면,북평리,단독/다가구,,34790.0
강원특별자치도,양양군,서면,상평리,단독/다가구,,5000.0
강원특별자치도,양양군,서면,서림리,단독/다가구,,17673.0
강원특별자치도,양양군,서면,송천리,단독/다가구,,25000.0
강원특별자치도,양양군,서면,영덕리,단독/다가구,,39591.0
강원특별자치도,양양군,서면,오색리,단독/다가구,,16659.0
강원특별자치도,양양군,서면,용천리,단독/다가구,,32500.0
강원특별자치도,양양군,손양면,가평리,단독/다가구,,16200.0
강원특별자치도,양양군,손양면,동호리,단독/다가구,,8900.0
강원특별자치도,양양군,손양면,송전리,단독/다가구,,34000.0
강원특별자치도,양양군,손양면,송현리,단독/다가구,,33750.0
강원특별자치도,양양군,손양면,수산리,단독/다가구,,17000.0
강원특별자치도,양양군,손양면,수여리,단독/다가구,,68760.0
강원특별자치도,양양군,손양면,여운포리,단독/다가구,,74600.0
강원특별자치도,양양군,손양면,하왕도리,단독/다가구,,10000.0
강원특별자치도,양양군,양양읍,구교리,단독/다가구,,29900.0
강원특별자치도,양양군,양양읍,남문리,단독/다가구,,20408.0
강원특별자치도,양양군,양양읍,사천리,단독/다가구,,28000.0
강원특별자치도,양양군,양양읍,서문리,단독/다가구,,5400.0
강원특별자치도,양양군,양양읍,월리,단독/다가구,,12500.0
강원특별자치도,양양군,양양읍,임천리,단독/다가구,,16860.0
강원특별자치도,양양군,양양읍,청곡리,단독/다가구,,52500.0
강원특별자치도,양양군,양양읍,포월리,단독/다가구,,17000.0
강원특별자치도,양양군,현남면,광진리,단독/다가구,,75000.0
강원특별자치도,양양군,현남면,남애리,단독/다가구,,68802.0
강원특별자치도,양양군,현남면,원포리,단독/다가구,,6000.0
강원특별자치도,양양군,현남면,인구리,단독/다가구,,70000.0
강원특별자치도,양양군,현남면,주리,단독/다가구,,12200.0
강원특별자치도,양양군,현남면,지경리,단독/다가구,,21000.0
강원특별자치도,양양군,현남면,하월천리,단독/다가구,,22000.0
강원특별자치도,양양군,현북면,기사문리,단독/다가구,,11450.0
강원특별자치도,양양군,현북면,명지리,단독/다가구,,26300.0
강원특별자치도,양양군,현북면,어성전리,단독/다가구,,17777.0
강원특별자치도,양양군,현북면,원일전리,단독/다가구,,4980.0
강원특별자치도,양양군,현북면,중광정리,단독/다가구,,33000.0
강원특별자치도,양양군,현북면,하광정리,단독/다가구,,11225.0
강원특별자치도,영월군,김삿갓면,각동리,단독/다가구,,14365.0
강원특별자치도,영월군,김삿갓면,내리,단독/다가구,,19000.0
강원특별자치도,영월군,김삿갓면,대야리,단독/다가구,,17800.0
강원특별자치도,영월군,김삿갓면,옥동리,단독/다가구,,33250.0
강원특별자치도,영월군,김삿갓면,와석리,단독/다가구,,25150.0
강원특별자치도,영월군,김삿갓면,외룡리,단독/다가구,,4750.0
강원특별자치도,영월군,김삿갓면,진별리,단독/다가구,,14000.0
강원특별자치도,영월군,남면,광천리,단독/다가구,,9000.0
강원특별자치도,영월군,남면,북쌍리,단독/다가구,,14770.0
강원특별자치도,영월군,남면,연당리,단독/다가구,,10611.0
강원특별자치도,영월군,남면,창원리,단독/다가구,,7695.0
강원특별자치도,영월군,남면,토교리,단독/다가구,,6410.0
강원특별자치도,영월군,무릉도원면,도원리,단독/다가구,,15343.0
강원특별자치도,영월군,무릉도원면,두산리,단독/다가구,,20487.0
강원특별자치도,영월군,무릉도원면,무릉리,단독/다가구,,16038.0
강원특별자치도,영월군,무릉도원면,법흥리,단독/다가구,,14800.0
강원특별자치도,영월군,무릉도원면,운학리,단독/다가구,,17350.0
강원특별자치도,영월군,북면,공기리,단독/다가구,,8967.0
강원특별자치도,영월군,북면,덕상리,단독/다가구,,14000.0
강원특별자치도,영월군,북면,마차리,단독/다가구,,10833.0
강원특별자치도,영월군,북면,문곡리,단독/다가구,,2000.0
강원특별자치도,영월군,북면,연덕리,단독/다가구,,10904.0
강원특별자치도,영월군,산솔면,녹전리,단독/다가구,,4500.0
강원특별자치도,영월군,산솔면,석항리,단독/다가구,,9374.0
강원특별자치도,영월군,산솔면,연상리,단독/다가구,,13000.0
강원특별자치도,영월군,산솔면,이목리,단독/다가구,,2000.0
강원특별자치도,영월군,산솔면,직동리,단독/다가구,,30000.0
강원특별자치도,영월군,상동읍,구래리,단독/다가구,,24000.0
강원특별자치도,영월군,상동읍,내덕리,단독/다가구,,6650.0
강원특별자치도,영월군,상동읍,천평리,단독/다가구,,5000.0
강원특별자치도,영월군,영월읍,거운리,단독/다가구,,28176.0
강원특별자치도,영월군,영월읍,덕포리,단독/다가구,,10925.0
강원특별자치도,영월군,영월읍,방절리,단독/다가구,,20511.0
강원특별자치도,영월군,영월읍,삼옥리,단독/다가구,,4500.0
강원특별자치도,영월군,영월읍,연하리,단독/다가구,,6700.0
강원특별자치도,영월군,영월읍,영흥리,단독/다가구,,22342.0
강원특별자치도,영월군,영월읍,하송리,단독/다가구,,34862.0
강원특별자치도,영월군,영월읍,흥월리,단독/다가구,,11000.0
강원특별자치도,영월군,주천면,금마리,단독/다가구,,11712.0
강원특별자치도,영월군,주천면,도천리,단독/다가구,,18762.0
강원특별자치도,영월군,주천면,신일리,단독/다가구,,9271.0
강원특별자치도,영월군,주천면,용석리,단독/다가구,,4967.0
강원특별자치도,영월군,주천면,주천리,단독/다가구,,11710.0
강원특별자치도,영월군,주천면,판운리,단독/다가구,,12330.0
강원특별자치도,영월군,한반도면,쌍용리,단독/다가구,,2000.0
강원특별자치도,원주시,가현동,,단독/다가구,,9367.0
강원특별자치도,원주시,개운동,,단독/다가구,,22422.0
강원특별자치도,원주시,관설동,,단독/다가구,,45808.0
강원특별자치도,원주시,귀래면,귀래리,단독/다가구,,30917.0
강원특별자치도,원주시,귀래면,용암리,단독/다가구,,11300.0
강원특별자치도,원주시,귀래면,운남리,단독/다가구,,22625.0
강원특별자치도,원주시,단계동,,단독/다가구,,62176.0
강원특별자치도,원주시,단구동,,단독/다가구,,33536.0
강원특별자치도,원주시,명륜동,,단독/다가구,,19614.0
강원특별자치도,원주시,무실동,,단독/다가구,,76335.0
강원특별자치도,원주시,문막읍,건등리,단독/다가구,,31303.0
강원특별자치도,원주시,문막읍,궁촌리,단독/다가구,,14660.0
강원특별자치도,원주시,문막읍,문막리,단독/다가구,,73650.0
강원특별자치도,원주시,문막읍,반계리,단독/다가구,,9910.0
강원특별자치도,원주시,문막읍,비두리,단독/다가구,,6947.0
강원특별자치도,원주시,문막읍,취병리,단독/다가구,,11838.0
강원특별자치도,원주시,문막읍,포진리,단독/다가구,,14867.0
강원특별자치도,원주시,문막읍,후용리,단독/다가구,,80000.0
강원특별자치도,원주시,반곡동,,단독/다가구,,63057.0
강원특별자치도,원주시,봉산동,,단독/다가구,,20320.0
강원특별자치도,원주시,부론면,단강리,단독/다가구,,10327.0
강원특별자치도,원주시,부론면,법천리,단독/다가구,,18804.0
강원특별자치도,원주시,부론면,손곡리,단독/다가구,,14450.0
강원특별자치도,원주시,부론면,흥호리,단독/다가구,,4975.0
강원특별자치도,원주시,소초면,교항리,단독/다가구,,17680.0
강원특별자치도,원주시,소초면,둔둔리,단독/다가구,,11600.0
강원특별자치도,원주시,소초면,수암리,단독/다가구,,15000.0
강원특별자치도,원주시,소초면,장양리,단독/다가구,,15150.0
강원특별자치도,원주시,소초면,평장리,단독/다가구,,15699.0
강원특별자치도,원주시,소초면,학곡리,단독/다가구,,26500.0
강원특별자치도,원주시,소초면,흥양리,단독/다가구,,36694.0
강원특별자치도,원주시,신림면,구학리,단독/다가구,,21278.0
강원특별자치도,원주시,신림면,금창리,단독/다가구,,19775.0
강원특별자치도,원주시,신림면,성남리,단독/다가구,,15487.0
강원특별자치도,원주시,신림면,송계리,단독/다가구,,18686.0
강원특별자치도,원주시,신림면,신림리,단독/다가구,,17110.0
강원특별자치도,원주시,신림면,용암리,단독/다가구,,11414.0
강원특별자치도,원주시,신림면,황둔리,단독/다가구,,21146.0
강원특별자치도,원주시,우산동,,단독/다가구,,31935.0
강원특별자치도,원주시,원동,,단독/다가구,,12750.0
