School_Name,School_Type,County,City,Town,Address,Latitude,Longitude
충북대학교사범대학부설고등학교,고등학교,충청북도,청주시,흥덕구,가경동 176-9,36.6239268,127.4385184
양청고등학교,고등학교,충청북도,청주시,청원구,오창읍 양청리 656-2,36.72699018,127.4335201
안중고등학교,고등학교,경기도,평택시,안중읍,현화리 292-3,36.98699168,126.9232225
유신고등학교,고등학교,경기도,수원시,팔달구,우만동 9-1,37.28243152,127.0413483
문경공업고등학교,고등학교,경상북도,문경시,점촌동,5-2,36.59534446,128.2073918
송곡고등학교,고등학교,서울특별시,중랑구,망우동,239-1,37.60584544,127.1064637
인헌고등학교,고등학교,서울특별시,관악구,봉천동,174-5,37.47231073,126.9704851
인제고등학교,고등학교,인천광역시,남동구,간석동,136-1,37.46139701,126.7124654
경인고등학교,고등학교,서울특별시,구로구,고척동,66-28,37.49599268,126.8654289
경북예술고등학교,고등학교,대구광역시,남구,대명동,1804-1,35.854587,128.5885265
백령고등학교,고등학교,인천광역시,옹진군,백령면,북포리 170-1,37.964414,124.6760478
서일고등학교,고등학교,충청남도,서산시,지곡면,화천리 908,36.85930055,126.4324993
영덕고등학교,고등학교,경기도,수원시,영통구,영통동 965-3,37.25242219,127.0684717
영송여자고등학교,고등학교,대구광역시,북구,태전동,산6-1,35.92901653,128.5418413
신라공업고등학교,고등학교,경상북도,경주시,천북면,신당리 1084,35.8936469,129.242522
성일고등학교,고등학교,경기도,성남시,중원구,성남동 2876,37.43487853,127.1448205
현대고등학교,고등학교,서울특별시,강남구,압구정동,425,37.5254805,127.0223773
부산진고등학교,고등학교,부산광역시,부산진구,초읍동,541-1,35.17978878,129.0552176
청운고등학교,고등학교,경기도,양평군,청운면,용두리 690-4,37.55334405,127.711471
진주동명고등학교,고등학교,경상남도,진주시,초전동,534,35.20257652,128.118698
시흥매화고등학교,고등학교,경기도,시흥시,매화동,196,37.41607446,126.815906
김천고등학교,고등학교,경상북도,김천시,부곡동,777-1,36.12343109,128.0939955
인천공항고등학교,고등학교,인천광역시,중구,운서동,2709-2,37.49763102,126.485927
한영고등학교,고등학교,전라남도,여수시,여서동,61,34.75371344,127.714897
여수화양고등학교,고등학교,전라남도,여수시,화양면,화동리 990,34.6891898,127.5986936
고려고등학교,고등학교,광주광역시,북구,삼각동,666,35.19253901,126.8982854
부흥고등학교,고등학교,부산광역시,해운대구,좌동,1306,35.17367376,129.180577
서울동산고등학교,고등학교,서울특별시,노원구,공릉동,481-3,37.63077798,127.0739984
목포여자상업고등학교,고등학교,전라남도,목포시,상동,525-9,34.80841659,126.411971
인천뷰티예술고등학교,고등학교,인천광역시,연수구,동춘동,932-3,37.40393222,126.6713019
한국항만물류고등학교,고등학교,전라남도,광양시,진상면,섬거리 557-38,35.01702381,127.7165243
대일외국어고등학교,고등학교,서울특별시,성북구,정릉동,산16-36,37.61330459,127.014176
