Center_Name,County,City,Address,Latitude,Longitude
대성공업㈜,경기도,양주시,백석읍 부흥로1204번길 33,37.7911133,127.0101788
흥명자동차공업사,경기도,양주시,광적면 부흥로 931,37.8107514,126.9932687
(주)일광자동차서비스,경기도,양주시,장흥면 호국로123번길 12,37.7150118,126.9355057
한국지엠북부서비스센터㈜,경기도,양주시,청담로 171,37.815835,127.0714169
화성특장공업,경기도,양주시,화합로1325번길 257,37.852603,127.0676019
㈜우리자동차 본점,경기도,양주시,어하고개로 150-30(삼숭동),37.812217,127.111668
현대그린카독크㈜,경기도,양주시,백석읍 부흥로1204번길 35,37.7909645,127.0097027
(주)용암자동차공업사,경기도,양주시,은현면 화합로1094번길 71,37.8484855,127.0359154
㈜엔비모터스파크,경기도,양주시,백석읍 중앙로 306,37.7993517,126.9805588
(주)경기북부자동차공업사,경기도,양주시,평화로 1745(회정동),37.8449882,127.054094
정우자동차공업사,경기도,양주시,백석읍 양주산성로 838-14,37.7931976,126.9694032
㈜지엔지트럭센타,경기도,양주시,광적면 삼일로 189,37.8350131,126.9875906
동일자동차공업㈜,경기도,양주시,화합로1325번길 123-18(덕정동),37.8531544,127.0613692
경기자동차공업사,경기도,양주시,부흥로 1801(광사동),37.7859415,127.0691952
㈜대한자동차,경기도,양주시,평화로 1844(회정동),37.8538638,127.0547079
1급강남자동차공업사,경기도,양주시,광적면 광적로 167,37.8329806,126.9768866
동아자동차공업사,강원특별자치도,원주시,호저면 신무로 9(만종리 628-2),37.3568745,127.9006597
서천서비스 기아오토큐,충청남도,서천군,서천읍 서문로 10,36.0751016,126.6999122
국제자동차공업사,충청남도,서천군,서천읍 서문로 89,36.0827244,126.7017624
동진자동차공업사,충청남도,서천군,마서면 장서로 278,36.0276725,126.7103067
서천현대모터스,충청남도,서천군,종천면 충서로 274-30,36.0994848,126.6577557
청도대성자동차정비공장,경상북도,청도군,청도읍 모강길 5,35.6494773,128.751548
현대카크리닝,경상북도,청도군,청도읍 청화로 256,35.6366968,128.7489374
청도현대서비스,경상북도,청도군,화양읍 청려로 1798,35.6509881,128.7154351
칠성밧데리,경상북도,청도군,각남면 각남로 323,35.6526452,128.6830026
조이카크리닉,경상북도,청도군,화양읍 화양로 94,35.6512315,128.7129468
진영밧데리,경상북도,청도군,금천면 청려로 4188,35.6943251,128.8879199
풍각카센타,경상북도,청도군,풍각면 헐티로 167,35.6411756,128.6227195
동서카서비스,경상북도,청도군,화양읍 범곡길 1,35.6492414,128.7275265
청도카서비스,경상북도,청도군,청도읍 한내길 174,35.6451697,128.7475319
기아카클리닉 청도점,경상북도,청도군,청도읍 청화로 275,35.635538,128.7504978
화양자동차정비공장,경상북도,청도군,화양읍 청려로 1832-5,35.6509215,128.7188744
애니카랜드 청도점,경상북도,청도군,화양읍 청화로 40,35.6485559,128.7317385
위드카센타,경상북도,청도군,청도읍 새마을로 1284,35.645931,128.7513939
한솔카클리닉,경상북도,청도군,청도읍 청화로 237,35.6383993,128.7484117
평화카센타,경상북도,청도군,청도읍 한내길 196,35.6429102,128.7480071
한빛카서비스,경상북도,청도군,청도읍 청화로 261,35.6365809,128.7498079
에덴종합정비,경상북도,청도군,화양읍 청려로 1810,35.6511851,128.7162765
동곡카클리닉,경상북도,청도군,금천면 청려로 4393,35.6929757,128.8950613
청도농협자동차부분정비,경상북도,청도군,청도읍 청도시장3길 2-10,35.6448301,128.7471046
세븐카클리닉,경상북도,청도군,청도읍 새마을로 1312,35.6485815,128.7515578
대덕카센타,경상북도,청도군,청도읍 새마을로 1281,35.6459714,128.7507014
오토플러스인천카종합상사,인천광역시,미추홀구,인주대로 356(주안동),37.451116,126.6760112
금호자동차공업사,인천광역시,미추홀구,토금중로 10(용현동),37.4539628,126.6346246
제일미터공업사,인천광역시,미추홀구,인주대로45번길 11(숭의동),37.4597107,126.6431856
한국타이어제1판매(주),인천광역시,미추홀구,인하로 317(주안동),37.4481606,126.6835679
아진카타이어,인천광역시,미추홀구,송림로 304(도화동),37.475633,126.6667185
쌍용카센타,인천광역시,미추홀구,인하로 185-1(주안동),37.4489656,126.6687336
진성자동차공업사,인천광역시,미추홀구,경원대로752번길 20(주안동),37.4498524,126.6910913
신비자동차공업사,인천광역시,미추홀구,주승로 141-16(주안동),37.4459521,126.6863078
