School_Name,School_Type,County,City,Town,Address,Latitude,Longitude
백수서초등학교,초등학교,전라남도,영광군,백수읍,대전리 404,35.28254149,126.3968736
주생초등학교,초등학교,전북특별자치도,남원시,주생면,지당리 480-9,35.38325303,127.3258800265
반송초등학교,초등학교,부산광역시,해운대구,반송동,250-8,35.22357974,129.1475253
공주금학초등학교,초등학교,충청남도,공주시,중학동,137-2,36.44777116,127.1250398
소안초등학교,초등학교,경기도,부천시,소사구,소사본동 409-9,37.472376,126.804222
마동초등학교,초등학교,충청남도,서천군,마서면,송내리 419-1,36.02493256,126.7144149
청솔초등학교,초등학교,경기도,성남시,분당구,금곡동 131,37.35465808,127.1141001
금락초등학교,초등학교,경상북도,경산시,하양읍,금락리 396-1,35.91124903,128.8240814
서남초등학교,초등학교,충청남도,서천군,마서면,봉남리 255,36.05900337,126.6800647
서울동답초등학교,초등학교,서울특별시,동대문구,답십리동,2-24,37.57150142,127.0640341
하일초등학교,초등학교,경상남도,고성군,하일면,학림리 722-5,34.94603934,128.1899351
안산서초등학교,초등학교,경기도,안산시,단원구,원곡동 936-4,37.33096674,126.8001715
새별초등학교,초등학교,광주광역시,광산구,흑석동,521,35.18286121,126.8123108
서울후암초등학교,초등학교,서울특별시,용산구,후암동,30-138,37.55136541,126.9817243
동부초등학교,초등학교,경기도,하남시,덕풍동,427,37.53748386,127.2021348
서울노일초등학교,초등학교,서울특별시,노원구,상계동,1044-2,37.67375444,127.0549667
두실초등학교,초등학교,부산광역시,금정구,구서동,1052,35.25315685,129.0894002
전주인후초등학교,초등학교,전북특별자치도,전주시,덕진구,인후동1가 844,35.8318225,127.1623981
신백현초등학교,초등학교,경기도,성남시,분당구,백현동 559,37.38757937,127.1117509
안동송현초등학교,초등학교,경상북도,안동시,송현동,371-5,36.57341204,128.695837
인천신정초등학교,초등학교,인천광역시,연수구,송도동,18-8,37.39732894,126.6444905
염주초등학교,초등학교,광주광역시,서구,화정동,850,35.141078,126.8787885
도마초등학교,초등학교,경상남도,남해군,고현면,도마리 137,34.8691038,127.8929745
신풍초등학교,초등학교,충청남도,공주시,신풍면,산정리 191,36.51770841,126.952439
거산초등학교,초등학교,충청남도,아산시,송악면,송학리 28,36.69191811,126.9898673
대아초등학교,초등학교,전북특별자치도,고창군,아산면,하갑리 181,35.43949724,126.6335135
진잠초등학교,초등학교,대전광역시,유성구,원내동,62,36.29952826,127.3150857
서울태릉초등학교,초등학교,서울특별시,노원구,공릉동,250-5,37.62310241,127.0850589
전주효자초등학교,초등학교,전북특별자치도,전주시,완산구,효자동1가 567,35.80324965,127.1227522
조치원신봉초등학교,초등학교,세종특별자치시,조치원읍,침산리,59,36.60379343,127.2885208
오안초등학교,초등학교,강원특별자치도,홍천군,홍천읍,하오안리 597 번지,37.6616897,127.8308979
해성초등학교,초등학교,전북특별자치도,군산시,산북동,2803,35.95872636,126.6306434
대구금계초등학교,초등학교,대구광역시,달성군,옥포읍,교항리 1503,35.788889,128.443749
부천중원초등학교,초등학교,경기도,부천시,원미구,중동 1026,37.51207326,126.763789
전주송천초등학교,초등학교,전북특별자치도,전주시,덕진구,송천동1가 397,35.85682245,127.1199819
안진초등학교,초등학교,부산광역시,동래구,안락동,1252,35.194747,129.0991925
