County,City,Town,Address,Theater_Name,Theater_Type,Latitude,Longitude
인천광역시,중구,경동,238번지,애관극장 1관,영화관,37.4723649,126.6298246
경기도,가평군,가평읍,읍내리 513번지,가평군청,영화관,37.8313779,127.5097211
전라남도,목포시,죽교동,7-3번지,제일극장,영화관,34.7975883,126.3783172
경기도,용인시,기흥구,보라동 107번지,애플스타 한국민속촌점,자동차극장,37.2602288,127.1208596
충청북도,청주시,상당구,북문로1가 174-5번지,씨네월드,영화관,36.6349003,127.4889371
경기도,김포시,사우동,928 지하2층,김포극장 GH관,영화관,37.6194075,126.7193529
서울특별시,용산구,한강로3가,16-9 4~5층,롯데시네마 용산 제8관,영화관,37.5328143,126.9597291
대전광역시,동구,자양동,155-3번지,우송예술회관(비상설상영장),영화관,36.3378121,127.4459001
전라남도,목포시,죽동,23번지,시네마 목포 1관,영화관,34.7905702,126.3838021
서울특별시,중구,필동1가,3-3번지 세원빌딩 306호,이스트라인시네마(이동상영관),영화관,37.56192,126.9920936
경기도,용인시,처인구,김량장동 346번지,문예회관,영화관,37.2319346,127.1988708
경기도,안양시,동안구,관양동 1606 평촌주공공이 9층,CGV평촌3관,영화관,37.3929927,126.9622608
경기도,시흥시,정왕동,2327-2 외1필지 4층,롯데시네마(시화관) 제2관,영화관,37.3514629,126.741736
경상북도,김천시,평화동,245-82번지,메가박스 김천 1관,영화관,36.1252486,128.110767
서울특별시,강남구,논현동,3-5 1층,메가박스 브로드웨이 4관,영화관,37.5164491,127.02196
서울특별시,강남구,논현동,3-5 4층,메가박스 브로드웨이 2관,영화관,37.5164491,127.02196
서울특별시,강남구,논현동,3-5 2층,메가박스 브로드웨이 1관,영화관,37.5164491,127.02196
대구광역시,중구,종로1가,29-4,메가박스 프리미엄 만경관 6관,영화관,35.8709521,128.5905418
서울특별시,노원구,중계동,506-1,CGV 하계 제4관,영화관,37.6388313,127.0647694
인천광역시,연수구,옥련동,504,송도유원지자동차극장,자동차극장,37.4201024,126.646344
경기도,안양시,만안구,안양동 88-1 8층,롯데시네마 안양(2관),영화관,37.4050389,126.9200774
