County,City,Town,Address,Park_Name,Park_Type,Latitude,Longitude
충청북도,청주시,청원구,율량동 산136-7,우암산근린공원,근린공원,36.391653,127.303764
경기도,김포시,구래동,6875-3,한강어린이1,어린이공원,37.6489476941,126.6311865731
경기도,김포시,마산동,615-4,한강어린이2,어린이공원,37.641411,126.635385
경기도,김포시,마산동,620-1,한강어린이4,어린이공원,37.64249909,126.6430566
경기도,김포시,마산동,646-8,한강어린이5,어린이공원,37.63638757,126.6449101
경기도,김포시,마산동,662-5,한강어린이7,어린이공원,37.63449687,126.6454444
경기도,김포시,장기동,1866-4,한강어린이8,어린이공원,37.65193038,126.6664531
경기도,김포시,장기동,2085-1,한강어린이9,어린이공원,37.63846795,126.682037
경기도,김포시,장기동,1300-10,한강어린이10,어린이공원,37.645198,126.656034
경기도,김포시,운양동,1326-2,한강어린이11,어린이공원,37.65145654,126.6837765
경기도,김포시,장기동,1313,장기근린공원(장기46호),근린공원,37.64799019,126.6636431
경기도,김포시,사우동,1482,김포소공원1-1,소공원,37.6215636378,126.7249607212
경기도,김포시,고촌읍,향산리 463-7,씨네문화공원1,문화공원,37.63080434,126.7398598
경기도,김포시,고촌읍,신곡리 산108,고촌1관문공원,문화공원,37.605291,126.7655735
경기도,김포시,고촌읍,신곡리 산112-1,고촌2관문공원,문화공원,37.60193464,126.7640696
경기도,김포시,고촌읍,신곡리 444-6,파르코스체육공원,체육공원,37.60842509,126.767315
경기도,김포시,대곶면,율생리 219-27,율생체육공원,체육공원,37.638648,126.594739
경기도,김포시,고촌읍,신곡리 1071,고촌어린이17,어린이공원,37.60204518,126.770953
경기도,김포시,장기동,1400,장기어린이1,어린이공원,37.644436,126.670351
경기도,김포시,장기동,1630,장기어린이2,어린이공원,37.643587,126.664539
경기도,김포시,장기동,1721,장기어린이4,어린이공원,37.63819872,126.663159
경기도,김포시,장기동,1593,장기근린1,근린공원,37.64194456,126.6717575
경기도,김포시,장기동,1763,장기근린3,근린공원,37.63845003,126.6608428
경기도,김포시,통진읍,서암리 1115,서암어린이,어린이공원,37.691098,126.603019
경기도,김포시,양촌읍,양곡리 1244,양곡어린이1,어린이공원,37.66059923,126.634153
경기도,김포시,양촌읍,양곡리 1289,양곡어린이2,어린이공원,37.65785902,126.629497
경기도,김포시,양촌읍,양곡리 1328,양곡어린이4,어린이공원,37.653534,126.630775
경기도,수원시,장안구,정자동 884-5,명인,어린이공원,37.29497112,126.9955839
경기도,김포시,고촌읍,신곡리 890,인향제1공원(고촌25호),근린공원,37.5958159309,126.7611690046
경기도,김포시,북변동,431-50,김포소공원1(북변소공원),소공원,37.6239161899,126.709291
경기도,김포시,고촌읍,신곡리 988,신곡6지구(26호)신곡3공원,어린이공원,37.591936,126.758741
경기도,김포시,고촌읍,향산리 936-15,향산지구 제1문화공원,문화공원,37.6200592791,126.7513796588
경기도,김포시,고촌읍,향산리 17-4,향산지구 제2어린이공원,어린이공원,37.6197164799,126.7508317
경기도,김포시,고촌읍,신곡리 1285,고촌어린이23,어린이공원,37.60427454,126.7681533
경기도,김포시,양촌읍,학운리 3152,양산근린5,근린공원,37.62193682,126.6297783
경기도,김포시,양촌읍,학운리 2763,양산근린2,근린공원,37.61980804,126.6184285
경기도,김포시,마산동,617-1,한강주제1,문화공원,37.64626036,126.633838
경기도,김포시,구래동,673-1,한강주제2,문화공원,37.636147,126.631322
경기도,김포시,장기동,642-1,한강주제4,문화공원,37.645086,126.683913
경기도,김포시,운양동,1246-1,한강주제6,수변공원,37.65478247,126.6993509
경기도,김포시,마산동,618-1,한강주제7,묘지공원,37.64706631,126.6391612
경기도,김포시,마산동,642-1,한강주제3,체육공원,37.6405998,126.6482894
경기도,김포시,마산동,652-1,한강소공원3,소공원,37.63506063,126.6438722
경기도,김포시,장기동,1886-9,한강소공원4,소공원,37.64512567,126.6638228
경기도,김포시,장기동,1898-6,한강소공원5,소공원,37.64834473,126.6718046
경기도,김포시,장기동,1940-4,한강소공원6,소공원,37.64746185,126.6750278
경기도,김포시,장기동,2033-1,한강소공원7,소공원,37.64073109,126.6734876
경기도,김포시,운양동,1310-9,한강소공원8,소공원,37.65113592,126.6888284
경기도,김포시,운양동,1292-4,한강소공원9,소공원,37.65190877,126.6937668
경기도,김포시,운양동,1317-1,한강소공원10,소공원,37.64912544,126.6946818
경기도,김포시,운양동,1262-6,한강소공원11,소공원,37.65347767,126.699825
경기도,김포시,운양동,644-5,한강소공원12,소공원,37.655168,126.677114
경기도,김포시,장기동,2039-5,한강소공원13,소공원,37.63888457,126.6739347
경기도,김포시,장기동,1993-1,한강소공원14,소공원,37.644906,126.669597
경기도,김포시,운양동,1285-12,한강소공원15,소공원,37.64975892,126.6974506
경기도,수원시,장안구,정자동 883-3,꽃뫼,어린이공원,37.29287891,126.9920965
경기도,김포시,풍무동,932,김포어린이44,어린이공원,37.608455,126.7255740502
경기도,김포시,고촌읍,향산리 109-15 일원,향산근린1,근린공원,37.621727,126.7410683
경기도,김포시,고촌읍,신곡리 1008-47 일원,신곡6지구(24호)신곡1공원,소공원,37.590035,126.761676
경기도,김포시,고촌읍,신곡리 1295-85 일원,신곡6지구(25호)신곡2공원,소공원,37.593645,126.754132
경기도,김포시,고촌읍,향산리 17-4 일원,향산지구 제1어린이공원,어린이공원,37.618245,126.748739
경기도,김포시,양촌읍,양곡리 1240,양곡근린3,근린공원,37.66162359,126.6314373
경기도,김포시,양촌읍,양곡리 1259,양곡택지5,근린공원,37.65585469,126.6322645
경기도,김포시,양촌읍,양곡리 1331,양곡택지6,근린공원,37.65334319,126.629642
경기도,김포시,통진읍,마송리 525,마송근린2,근린공원,37.68710695,126.5983879
경기도,김포시,통진읍,마송리 551,마송근린3,근린공원,37.6839591,126.6053702
경기도,김포시,통진읍,마송리 588,마송근린4,근린공원,37.68576215,126.6064561
경기도,김포시,장기동,1514,장기어린이5,어린이공원,37.643765,126.672515
경기도,김포시,장기동,1539,장기근린4,근린공원,37.64223325,126.673841
경기도,김포시,양촌읍,학운리 581,학운3체육공원11,체육공원,37.606917,126.607259
경기도,김포시,양촌읍,학운리 1621,학운3어린이60,어린이공원,37.606045,126.595042
경기도,김포시,장기동,1646,장기근린5,근린공원,37.641246,126.667537
경기도,김포시,고촌읍,신곡리 1249,고촌어린이19(수기1공원),어린이공원,37.60012704,126.767372
경기도,김포시,고촌읍,신곡리 1260,고촌어린이20(수기2공원),어린이공원,37.596805,126.770145
경기도,김포시,고촌읍,신곡리 1268,고촌어린이21(수기3공원),어린이공원,37.596252,126.767048
경기도,김포시,대곶면,대벽리 산66-56,항공소공원1,소공원,37.617583,126.580436
경기도,김포시,걸포동,1560,걸포어린이22,어린이공원,37.634949,126.7052284
경기도,김포시,고촌읍,신곡리 1106,신곡노을공원(고촌31호),근린공원,37.60413566,126.7726878
경기도,김포시,양촌읍,학운리 3021,양산근린3,근린공원,37.616571,126.6257771
경기도,김포시,양촌읍,학운리 3085,양산근린4,근린공원,37.61161432,126.6231118
경기도,김포시,고촌읍,태리 955-5,고촌어린이112,어린이공원,37.5873047,126.7560554
경기도,김포시,풍무동,771,풍무5지구(풍무4공원),근린공원,37.601321048,126.7244745938
경기도,김포시,감정동,산23-1,감정제3공원(김포21호),근린공원,37.634277,126.682223
경기도,김포시,통진읍,서암리 산47-1,서암체육공원,체육공원,37.704843,126.594518
경기도,김포시,장기동,1846,장기소공원1,소공원,37.645421,126.668148
경기도,김포시,월곶면,조강리 산4-1,애기봉평화공원,문화공원,37.71690003,126.550678
경기도,김포시,풍무동,769,김포어린이24,어린이공원,37.60312871,126.7224882
경기도,김포시,풍무동,774,김포어린이25,어린이공원,37.60304904,126.7265121
경기도,김포시,풍무동,801,김포어린이26,어린이공원,37.59786077,126.7252454
경기도,김포시,양촌읍,양곡리 1243,양곡택지4,근린공원,37.66042968,126.634371
경기도,김포시,통진읍,마송리 511,마송어린이1,어린이공원,37.687948,126.593549
경기도,김포시,통진읍,마송리 533,마송어린이2,어린이공원,37.685758,126.595901
경기도,김포시,통진읍,마송리 27-2,마송어린이3,어린이공원,37.68391859,126.602636
경기도,김포시,통진읍,마송리 564-1,마송어린이4,어린이공원,37.682417,126.607718
경기도,김포시,양촌읍,학운리 114-82,학운4어린이45,어린이공원,37.610718,126.616752
경기도,김포시,양촌읍,학운리 114-76,학운4어린이46,어린이공원,37.609897,126.618066
경기도,김포시,양촌읍,학운리 3152,양산체육공원6,체육공원,37.62193682,126.6297783
경기도,김포시,양촌읍,학운리 1624,학운3어린이61,어린이공원,37.606618,126.595505
경기도,김포시,양촌읍,학운리 1394,학운(3)산단(50호),근린공원,37.611763,126.601345
경기도,김포시,감정동,626-38,김포소공원31,소공원,37.61766905,126.702975
경기도,김포시,고촌읍,신곡리 1294,고촌문화공원1,문화공원,37.602789,126.7706291277
경기도,김포시,풍무동,1068,김포문화공원28,문화공원,37.6064784317,126.7326481
경기도,김포시,풍무동,1065,김포어린이43,어린이공원,37.6100628761,126.7303972112
경기도,수원시,장안구,정자동 921,청솔,어린이공원,37.29385892,126.9844114
서울특별시,동대문구,장안동,379,샛별,어린이공원,37.5678428,127.0674928343
서울특별시,동대문구,이문동,264-181,천장,어린이공원,37.5988944435,127.0538436211
서울특별시,동대문구,청량리동,산1-145,홍릉,근린공원,37.589583793,127.0435376259
서울특별시,동대문구,답십리동,산2-9,답십리,근린공원,37.573320107,127.0638171747
서울특별시,동대문구,전농동,산32-20,배봉산,근린공원,37.5812122452,127.0675943339
서울특별시,동대문구,장안동,93-29,미리내,어린이공원,37.5806911,127.0717358
서울특별시,동대문구,장안동,190-62,이슬,어린이공원,37.5678099,127.0635672748
서울특별시,동대문구,용두동,696-8,용머리,어린이공원,37.5727690875,127.0365661118
서울특별시,동대문구,장안동,164-1,장일,어린이공원,37.5698546,127.0651081
서울특별시,동대문구,휘경동,43-275,아름,어린이공원,37.5868279,127.0693157169
서울특별시,동대문구,답십리동,998-1,동산,어린이공원,37.5668782,127.0575108378
서울특별시,동대문구,용두동,715,용두희망,어린이공원,37.5801826883,127.0267395194
서울특별시,동대문구,제기동,132-1,방아다리,어린이공원,37.5851297,127.034885
서울특별시,동대문구,용두동,34-1,용두,근린공원,37.5732457315,127.0401114457
서울특별시,동대문구,전농동,553-1,텃골,근린공원,37.5775463,127.051609
서울특별시,동대문구,답십리동,294-69,새샘,근린공원,37.5689696,127.0549292
서울특별시,동대문구,답십리동,1004-4,장령당,소공원,37.5697319,127.0534938545
서울특별시,동대문구,휘경동,43-275,휘봉,어린이공원,37.5868939299,127.069321
서울특별시,동대문구,답십리동,1002-1,꿈동산,어린이공원,37.5732902468,127.0458182218
서울특별시,동대문구,회기동,351-6,작은언덕,소공원,37.5893275,127.0540547
서울특별시,동대문구,전농동,688-7,아름드리,어린이공원,37.5790248311,127.0596822635
서울특별시,동대문구,제기동,274-1,선농단,역사공원,37.5811837728,127.0318885094
서울특별시,동대문구,휘경동,368-4,내길,소공원,37.5902902588,127.0650994635
서울특별시,동대문구,휘경동,49-384,진달래,어린이공원,37.5844985096,127.068662556
서울특별시,동대문구,용두동,794-1,솔바람,소공원,37.5799175737,127.0304109566
서울특별시,동대문구,전농동,695-1,샛말,어린이공원,37.5774900018,127.050130802
서울특별시,동대문구,답십리동,1009-1,새움,어린이공원,37.5707601609,127.0486740836
부산광역시,북구,금곡동,1107,사랑공원,어린이공원,35.25412096,129.0143924
부산광역시,북구,화명동,188-2,강변둥지공원,어린이공원,35.24215478,129.0141821
부산광역시,북구,화명동,2263,백포공원,어린이공원,35.23778382,129.0109025
부산광역시,북구,만덕동,863-2,백운공원,어린이공원,35.20684342,129.041109
부산광역시,북구,금곡동,1115,민주공원,어린이공원,35.24886681,129.0146713
강원특별자치도,삼척시,정상동,457-2,교동2공원,어린이공원,37.447824,129.1765076
강원특별자치도,삼척시,교동,765-1,교동3공원,어린이공원,37.44767194,129.1727001
강원특별자치도,삼척시,도계읍,흥전리 80-3,흥전공원,어린이공원,37.21938464,129.0420598
강원특별자치도,삼척시,남양동,109,남양공원,근린공원,37.43979171,129.1653153
강원특별자치도,삼척시,도계읍,도계리 225-2,달전공원,어린이공원,37.2263615047,129.0563682819
강원특별자치도,삼척시,원덕읍,임원리 790,임원2공원,어린이공원,37.2360576,129.343546
강원특별자치도,삼척시,근덕면,교가리 1266-7,교가3공원,어린이공원,37.381202,129.2279994
강원특별자치도,삼척시,원덕읍,호산리 213-15,호산2공원,소공원,37.17559072,129.3337774
강원특별자치도,삼척시,교동,산142-3,교동소공원,소공원,37.45258353,129.1737723469
강원특별자치도,삼척시,당저동,78-7,당저2공원,소공원,37.447664842,129.1609992449
강원특별자치도,삼척시,정상동,82-2,이사부공원,역사공원,37.43551033,129.1844083
강원특별자치도,삼척시,교동,754,교동공원,근린공원,37.44908197,129.172312
강원특별자치도,삼척시,원덕읍,호산리 산17-3,호산공원,근린공원,37.17639332,129.3380984
강원특별자치도,삼척시,증산동,1,이사부사자공원,근린공원,37.4743588569,129.1601213012
강원특별자치도,삼척시,사직동,268,사직공원,근린공원,37.43559256,129.1689913
강원특별자치도,삼척시,성내동,9-3,죽서루공원,역사공원,37.440811,129.1605481
강원특별자치도,삼척시,원덕읍,임원리 산322-1,수로부인헌화공원,문화공원,37.23345701,129.3451827
대구광역시,달서구,도원동,1473,월배체육공원,체육공원,35.80159961,128.536496
대구광역시,달성군,화원읍,명곡리 55,명곡체육공원,체육공원,35.79768955,128.5036013
대구광역시,달성군,구지면,내리 산106,국가산단체육1공원,체육공원,35.63324566,128.4103084
대구광역시,달성군,다사읍,방천리 212,서재체육공원,체육공원,35.8841191,128.5048846
대구광역시,북구,연경동,820,연경체육공원,체육공원,35.94415265,128.6259337
대구광역시,중구,달성동,294-1,달성공원,근린공원,35.87339859,128.5759183
대구광역시,중구,포정동,21,경상감영공원,근린공원,35.87267485,128.5916855
대구광역시,중구,동인동2가,42,국채보상운동기념공원,근린공원,35.86930105,128.6017388
대구광역시,서구,이현동,산28-12,이현공원,근린공원,35.873385,128.543472
대구광역시,서구,평리동,707-49,당산목공원,어린이공원,35.877223,128.562568
대구광역시,서구,원대동3가,1458,원대제일공원,어린이공원,35.8835238,128.5770376
대구광역시,서구,내당동,2347,내당공원,어린이공원,35.8621174231,128.5595353847
대구광역시,서구,원대동3가,1381-2,원대공원,어린이공원,35.8869388402,128.571423
대구광역시,서구,비산동,519-9,비산소공원,소공원,35.877585,128.570057
대구광역시,서구,평리동,630-1,서부제3공원,소공원,35.8763874865,128.5493596
대구광역시,서구,평리동,628-13,평리4소공원,소공원,35.8765218483,128.5503105
대구광역시,서구,평리동,1499-8,평리6소공원,소공원,35.872066935,128.5516338
대구광역시,서구,원대동3가,1360-3,서부제15공원,소공원,35.8878226929,128.5732083218
대구광역시,서구,원대동3가,1415-44,서부제16공원,소공원,35.8857331282,128.5730249
대구광역시,서구,평리동,1230-1,평리공원,근린공원,35.8724502,128.5577302
대구광역시,서구,평리동,1531-13,평리7소공원,소공원,35.8703064029,128.5491391535
대구광역시,서구,중리동,산202,상리공원,근린공원,35.862094,128.530898
대구광역시,서구,내당동,463-7,감삼공원,근린공원,35.858669,128.5521819
대구광역시,서구,상리동,산268,가르뱅이공원,근린공원,35.879496,128.5242168
대구광역시,서구,평리동,1512-26,평오근린공원,근린공원,35.8720799548,128.5500367
대구광역시,서구,평리동,656-1,날뫼공원,어린이공원,35.8802726,128.565682
대구광역시,서구,평리동,694-7,개미산공원,어린이공원,35.877261,128.556977
강원특별자치도,삼척시,정상동,산38-1,정상공원,근린공원,37.43844473,129.1756875
강원특별자치도,삼척시,당저동,20,당저1공원,어린이공원,37.446299,129.169106
강원특별자치도,삼척시,정상동,450,정라공원,어린이공원,37.44271749,129.176575
강원특별자치도,삼척시,남양동,339-2,봉황공원,어린이공원,37.441366,129.169887
강원특별자치도,삼척시,사직동,437-2,사직1공원,어린이공원,37.43243491,129.1684899
강원특별자치도,삼척시,원당동,171,원당1공원,어린이공원,37.43899428,129.1534152
강원특별자치도,삼척시,교동,756,교동1공원,어린이공원,37.45018783,129.1740238
부산광역시,북구,금곡동,811-2,미래공원,어린이공원,35.25762202,129.0141258
부산광역시,북구,만덕동,925-2,동심초공원,어린이공원,35.2096799,129.0289059
부산광역시,북구,만덕동,872-3,동심공원,어린이공원,35.20899751,129.0387598
부산광역시,북구,덕천동,811-1,덕천공원,어린이공원,35.21058674,129.0170701
부산광역시,북구,덕천동,342-6,덕내공원,어린이공원,35.21380126,129.0137845
부산광역시,북구,화명동,311,대천천수변공원,어린이공원,35.24327534,129.0224416
부산광역시,북구,금곡동,1897,대천공원,어린이공원,35.241114,129.0114933
대구광역시,수성구,만촌동,1023-11,광명공원,어린이공원,35.860199,128.641572
대구광역시,수성구,만촌동,991-8,무열공원,어린이공원,35.865661,128.647851
대구광역시,수성구,황금동,750,동신공원,어린이공원,35.84755584,128.6188804
대구광역시,수성구,황금동,721,수목공원,어린이공원,35.8492952,128.6182606
대구광역시,수성구,황금동,802,황금공원,어린이공원,35.84577596,128.6193578
대구광역시,수성구,황금동,882-2,대경공원,어린이공원,35.84150877,128.6182059
대구광역시,수성구,중동,12,무궁화공원,어린이공원,35.850844,128.615914
대구광역시,수성구,중동,127,상록수공원,어린이공원,35.844165,128.615561
대구광역시,수성구,중동,171,중동공원,어린이공원,35.841633,128.615449
경기도,화성시,향남읍,상신리 1289-5,향남2지구 7호 어린이(열매달),어린이공원,37.10599747,126.8986871
경기도,화성시,능동,1081-2,미관광장 3호,기타(광장),37.21105932,127.0620409
경기도,화성시,능동,1115-2,미관광장 4호,기타(광장),37.20753706,127.0601512
경기도,화성시,능동,1153-13,미관광장 5호,기타(광장),37.19912385,127.0529956
경기도,화성시,반송동,38-1,미관광장 6호,기타(광장),37.21083617,127.0625157
경기도,화성시,반송동,35-1,미관광장 7호,기타(광장),37.21023062,127.0640343
경기도,화성시,반송동,34-1,미관광장 8호,기타(광장),37.2100303,127.0643858
경기도,화성시,반송동,7-13,미관광장 9호,기타(광장),37.21130675,127.0668666
경기도,화성시,반송동,23,미관광장 10호,기타(광장),37.20836831,127.0642801
부산광역시,북구,만덕동,831,한빛공원,어린이공원,35.21382724,129.0330222
부산광역시,북구,만덕동,922-2,한마음공원,어린이공원,35.21177941,129.031541
부산광역시,북구,만덕동,955-4,하얀마음공원,어린이공원,35.20529686,129.0336286
부산광역시,북구,만덕동,944-7,하늘공원,어린이공원,35.20306969,129.0358741
부산광역시,북구,구포동,1230-4,포천공원,어린이공원,35.19699994,129.0097491
부산광역시,북구,만덕동,956-1,파란마음공원,어린이공원,35.20837827,129.0356658
부산광역시,북구,덕천동,787,철쭉공원,어린이공원,35.21029607,129.0211800431
부산광역시,북구,금곡동,1884,천사공원,어린이공원,35.24436499,129.0107755
부산광역시,북구,화명동,750-1,직녀공원,어린이공원,35.23441688,129.0198797
부산광역시,북구,구포동,1200,음정공원,어린이공원,35.20611452,129.0102457
부산광역시,북구,금곡동,1116-1,율리공원,어린이공원,35.24819223,129.0144382
부산광역시,북구,화명동,1426-2,우신자연공원,어린이공원,35.23763153,129.0154303
부산광역시,북구,금곡동,98-2,우리공원,어린이공원,35.26023674,129.0152698
부산광역시,북구,화명동,2301-1,용당공원,어린이공원,35.23129716,129.0099322
부산광역시,북구,금곡동,1112-1,열린공원,어린이공원,35.25137122,129.0137086
부산광역시,북구,만덕동,943-3,신덕공원,어린이공원,35.20390278,129.0309305
부산광역시,북구,구포동,1214-39,시랑공원,어린이공원,35.20187899,129.0058005
부산광역시,북구,덕천동,809-2,쉼터공원,어린이공원,35.20970196,129.0175599
부산광역시,북구,덕천동,410-4,숙등공원,어린이공원,35.21138646,129.0145546
부산광역시,북구,화명동,2329,솔내음공원,어린이공원,35.21856941,129.0094446
부산광역시,북구,금곡동,97-2,솔공원,어린이공원,35.26318308,129.0196917
부산광역시,북구,화명동,2320,새싹공원,어린이공원,35.22337164,129.0064614
부산광역시,북구,만덕동,892,상록공원,어린이공원,35.20928321,129.0436398
부산광역시,북구,화명동,2321,수정근린공원,근린공원,35.22261326,129.0062975
부산광역시,북구,화명동,2304,현충근린공원,근린공원,35.22916235,129.0079977
부산광역시,북구,화명동,2260,명진근린공원,근린공원,35.2386335,129.0095397
부산광역시,북구,화명동,187,양달숲근린공원,근린공원,35.24460876,129.014908
부산광역시,북구,화명동,918-2,화명근린공원,근린공원,35.22421216,129.0148203
부산광역시,북구,만덕동,843,백양근린공원,근린공원,35.20724231,129.0377929
부산광역시,북구,덕천동,산93,덕천근린공원,근린공원,35.21692179,129.0073605
부산광역시,북구,덕천동,807,덕천개발지구(휴공원),근린공원,35.20795005,129.0131982
부산광역시,북구,금곡동,100-1,금곡근린공원,근린공원,35.25942702,129.0161609
부산광역시,북구,구포동,1250-18,구포생태근린공원,근린공원,35.19434626,129.0116428
부산광역시,북구,구포동,1245,백양숲공원,근린공원,35.19439942,129.0142700013
부산광역시,북구,만덕동,447-6,사기천소공원,소공원,35.214573,129.0438902
부산광역시,북구,구포동,882-30,거북소공원,소공원,35.19755725,129.0019476
부산광역시,북구,화명동,1417-12,와석소공원,소공원,35.2354418,129.0150153
부산광역시,북구,덕천동,819,덕천소공원,소공원,35.21377598,129.0092095
부산광역시,북구,만덕동,961-1,상학소공원,소공원,35.21652463,129.0338143
부산광역시,북구,만덕동,961-4,상계소공원,소공원,35.21584491,129.0331906
부산광역시,북구,만덕동,산30번지 일원,사기소공원,소공원,35.2163455,129.0431262
부산광역시,북구,덕천동,360-17번지 일원,의성1소공원,소공원,35.21399013,129.0169994
부산광역시,북구,덕천동,376-13번지 일원,의성2소공원,소공원,35.21324233,129.0169571
부산광역시,북구,금곡동,910-20번지,소공원,소공원,35.25455693,129.012177
부산광역시,북구,화명동,2311,희망공원,어린이공원,35.22628162,129.0095189
부산광역시,북구,금곡동,810-2,행복공원,어린이공원,35.25839307,129.0161711
부산광역시,북구,만덕동,853-1,함박공원,어린이공원,35.20597297,129.0386553
부산광역시,사상구,주례동,306,양지1공원,어린이공원,35.155144,129.0032654
부산광역시,사상구,주례동,314,양지2공원,어린이공원,35.15408151,129.0044646
부산광역시,사상구,주례동,961,주례백양공원,어린이공원,35.155438,128.9983131
부산광역시,사상구,주례동,"54-228, 237",다솜공원,어린이공원,35.149216,129.0156066
부산광역시,사상구,주례동,"54-230, 238",새싹공원,어린이공원,35.14908352,129.0146437
부산광역시,사상구,학장동,"168-5, 6, 20",구덕공원,어린이공원,35.1391941,128.9911134
부산광역시,사상구,학장동,168-9,구학공원,어린이공원,35.13574464,128.9919603
부산광역시,사상구,엄궁동,669-1,장밭갓공원,어린이공원,35.12893558,128.9781865
부산광역시,사상구,엄궁동,669-4,절골공원,어린이공원,35.12811765,128.9794237
부산광역시,사상구,엄궁동,674-2,다온공원,어린이공원,35.12621941,128.9770501
부산광역시,사상구,엄궁동,683-2,보듬공원,어린이공원,35.12452472,128.9691928
부산광역시,사상구,엄궁동,683-4,도담공원,어린이공원,35.12436409,128.9680361
부산광역시,사상구,엄궁동,726-2,나라어린이공원,어린이공원,35.12757501,128.9778343
부산광역시,사상구,감전동,41,사상공원,근린공원,35.159391,128.9933232
부산광역시,사상구,모라동,1365-1,모라공원,근린공원,35.183318,128.9905626
부산광역시,사상구,엄궁동,652-16,해름소공원,소공원,35.12486809,128.9656458
부산광역시,사상구,학장동,288-12,다누림공원,소공원,35.14744572,128.9948438
부산광역시,사상구,모라동,1375-3,모라벤처타워공원,소공원,35.19004594,128.9864313
부산광역시,사상구,주례동,1288-1,주감공원,소공원,35.15579312,128.9959911
부산광역시,사상구,모라동,1385,모라틔움공원,소공원,35.19167904,128.9941051
부산광역시,사상구,덕포동,"415-1, 413-1",부산도서관 인근 문화공원,문화공원,35.1735617,128.9849524
부산광역시,북구,화명동,2279,화명중앙공원,문화공원,35.23375269,129.0084538
부산광역시,북구,구포동,779-4,구포문화공원,문화공원,35.20078252,129.0020948
부산광역시,북구,만덕동,784,만덕사지당간지주역사공원,역사공원,35.21553348,129.0434376
부산광역시,북구,화명동,39-1,공립수목원,근린공원,35.25100773,129.0426586
부산광역시,북구,화명동,2328,화정근린공원,근린공원,35.22224877,129.0097404
경기도,화성시,기산동,478-2,기산1지구 소공원84호,소공원,37.22167107,127.0496213
경기도,화성시,기산동,478-6,기산1지구 소공원85호,소공원,37.21897844,127.0495889
경기도,화성시,병점동,532-11,벌말공원 (병점동 소공원),소공원,37.20044518,127.0367859
경기도,화성시,병점동,420,벌말 체육공원,기타(쌈지공원),37.20141003,127.0373523
경기도,화성시,진안동,692-326,진안동 쌈지공원,기타(쌈지공원),37.21116676,127.029367
경기도,화성시,기산동,446-3,기산동 쌈지공원,기타(쌈지공원),37.22733845,127.0378108
경기도,화성시,진안동,496,진안동 쌈지공원,기타(쌈지공원),37.21292378,127.0366711
경기도,화성시,능동,1221-1,능동 쌈지공원,기타(쌈지공원),37.21262377,127.0550892
경기도,화성시,병점동,756-33,병점지구 1호 유수지,기타,37.20133369,127.0290817
경기도,화성시,진안동,933,진안 공공공지,기타(공공공지),37.21789846,127.0314016
경기도,화성시,병점동,879,병점2지구 2호공공공지,기타(공공공지),37.20095486,127.0416482
경기도,화성시,병점동,878,병점2지구 3호공공공지,기타(공공공지),37.20099089,127.0402872
경기도,화성시,반월동,962-2,공공공지2호,기타(공공공지),37.22898191,127.0680177
경기도,화성시,병점동,351-8,병점역 공공공지,기타(공공공지),37.20727341,127.0348581
경기도,화성시,진안동,832-107,병점지구 1호 공공공지,기타(공공공지),37.20562954,127.027982
부산광역시,사상구,모라동,713-11,모라어울림공원,어린이공원,35.1842392,128.9836086
부산광역시,사상구,모라동,1325,야시곡공원,어린이공원,35.194794,128.9948069
부산광역시,사상구,모라동,1345-6,곡상골공원,어린이공원,35.19153821,128.9909285
부산광역시,사상구,모라동,1359,고동바위공원,어린이공원,35.188206,128.9902926
부산광역시,사상구,모라동,75-3,운수공원,어린이공원,35.18340104,129.0006778
부산광역시,사상구,모라동,75-5,모라백양공원,어린이공원,35.182139,129.0016374
부산광역시,사상구,모라동,75-15,서당골공원,어린이공원,35.18159924,129.0016108
부산광역시,사상구,덕포동,365-1,덕포공원,어린이공원,35.178556,128.9876612
부산광역시,사상구,덕포동,763,덕포체육공원,어린이공원,35.17759531,128.9892872
부산광역시,사상구,덕포동,776-1,덕포백양공원,어린이공원,35.174907,128.9895802
부산광역시,사상구,괘법동,537-2,창날공원,어린이공원,35.16389142,128.985594
부산광역시,사상구,주례동,294,창신공원,어린이공원,35.15560251,129.0045877
경기도,화성시,병점동,858-1,정든 어린이공원,어린이공원,37.20969877,127.0480854
경기도,화성시,병점동,859-4,목련 어린이공원,어린이공원,37.20579821,127.0459928
경기도,화성시,병점동,863-1,살구꽃 어린이공원,어린이공원,37.20600831,127.0443645
경기도,화성시,진안동,909-1,철쭉(무궁화) 어린이공원,어린이공원,37.21523998,127.0415623
경기도,화성시,병점동,840,안화 어린이공원,어린이공원,37.21326132,127.0430465
경기도,화성시,병점동,838,해당화 어린이공원,어린이공원,37.20989982,127.0444665
경기도,화성시,병점동,835-2,느치미 어린이공원,어린이공원,37.20962291,127.0421226
경기도,화성시,반월동,184-3,햇빛 어린이공원 (반월1호),어린이공원,37.23287214,127.0566915
경기도,화성시,반월동,859,사랑 어린이공원 (반월2호),어린이공원,37.23120689,127.0588902
경기도,화성시,반월동,167-1,꿈나라 어린이공원 (반월3호),어린이공원,37.23558191,127.0602722
경기도,화성시,반월동,165-58,자연 어린이공원 (반월4호),어린이공원,37.23362796,127.0578278
경기도,화성시,반월동,144-15,해오른 어린이공원 (반월5호),어린이공원,37.23291043,127.062729
경기도,화성시,반월동,881-2,반달 어린이공원 (두산1호),어린이공원,37.23514081,127.0669638
