address,농업_지원,농업_매물,교통,교육,편의,서비스,cluster
경상북도 성주군 용암면 덕평리,-0.037330188321534306,-0.7794018262806919,-0.16131390018777877,-0.369538643630943,-0.8888146790707343,-0.7353867570387842,1
경상북도 성주군 가천면 중산리,-0.030615925435575935,-0.2269256609225388,-0.8845438689417072,-0.42254773179135785,-0.9705053755692068,0.011521772613274445,1
경상북도 성주군 초전면 칠선리,0.9642238804052775,-0.5347792399671484,0.5189799892655819,-0.349036015186944,0.22293731727849808,0.20740955100535896,3
경상북도 성주군 벽진면 운정리,0.7629883980323103,-0.6878936127823271,-0.3409762333517132,-0.09881472895829621,-0.4955375195855056,0.24681283028916912,3
경상북도 성주군 용암면 마월리,0.4249197451887654,-0.7732417937276999,0.13244500598510026,-0.5561240348522081,-0.45934532218942925,-0.7168027954634356,1
경상북도 성주군 수륜면 신파리,-0.2522244345358084,-0.7454865354180211,-0.6252911458749789,-0.33320995105379314,-1.0968101913525024,-0.59405601893687,1
경상북도 성주군 대가면 옥성리,1.0786611703152849,-0.7271732697605756,0.14203744292218615,-0.44588282723000705,0.13266673755640412,0.265788012187274,3
경상북도 성주군 벽진면 수촌리,0.666171274689333,-0.7503997756500925,0.06950007797658879,0.39251660073640904,-0.5940437809933867,0.3489926456167698,3
경상북도 성주군 용암면 선송리,-0.3009207222166855,-0.7792538754024262,-0.7760572964548773,-0.5530123950822801,-0.9687664129397056,-0.6323773786486633,1
경상북도 성주군 선남면 용신리,-0.06927549500901796,-0.7791150519705408,1.247499456016588,-0.5052072121746096,-0.14019824352169158,-0.11905076046333737,3
경상북도 성주군 수륜면 적송리,-0.03329047557845712,-0.6838113229607236,-0.39007727212150417,0.39923938959832267,-1.080262373150033,-0.38575556235059344,1
경상북도 성주군 용암면 기산리,-0.11491892665819566,-0.779791614264894,0.0301005511596449,0.056177616968465016,-0.6844018272490434,-0.3561011774752895,1
경상북도 성주군 용암면 용정리,-0.20842859322966278,-0.7795122223718223,-0.621366987403524,-0.5197218790724609,-0.9027371893689335,-0.5857264765208534,1
경상북도 성주군 선남면 동암리,0.14634419155799963,-0.7796774441317493,0.3432224081259043,0.014450837367599514,0.0630811496602261,0.06099627466731747,3
경상북도 성주군 수륜면 수성리,0.38530188161610335,0.2297956916693041,-0.46437093163331616,-0.5280748885991443,-1.0078882358578438,-0.12252764420716154,1
경상북도 성주군 가천면 창천리,0.14328053674011235,0.4003797750789716,-0.5196143570980177,0.5241348362351274,-0.8184378652755806,0.13762577857584693,1
경상북도 성주군 대가면 옥화리,0.5490527442153325,0.03259053561075622,-0.34606615301060745,-0.509114784781695,-0.8737987216430527,0.2743226201353305,3
경상북도 성주군 성주읍 금산리,1.013429572857621,-0.7373319726091809,0.5352544856085528,-0.2672611890705404,0.8690865605610605,0.36008760331024037,3
경상북도 성주군 성주읍 백전리,1.0906575878396154,-0.7705994087287489,0.28197411827439384,1.200008717270006,1.285986418895481,0.39655411648441236,3
