address,적용유형,시설유형,점수,시도,시군구,읍면동,리,법정동코드
경상북도 경주시 성건동 ,영농상속형,농업_매물,7,경상북도,경주시,성건동,,47130108
경상북도 경주시 성건동 ,영농상속형,농업_지원,10,경상북도,경주시,성건동,,47130108
경상북도 경주시 성건동 ,영농상속형,서비스,10,경상북도,경주시,성건동,,47130108
경상북도 경주시 성건동 ,영농상속형,편의,10,경상북도,경주시,성건동,,47130108
경상북도 김천시 감호동 ,은퇴생계형,교육,10,경상북도,김천시,감호동,,47150101
경상북도 김천시 감호동 ,은퇴생계형,교통,10,경상북도,김천시,감호동,,47150101
경상북도 김천시 감호동 ,은퇴생계형,농업_매물,7,경상북도,김천시,감호동,,47150101
경상북도 김천시 감호동 ,은퇴생계형,농업_지원,10,경상북도,김천시,감호동,,47150101
경상북도 김천시 감호동 ,은퇴생계형,서비스,10,경상북도,김천시,감호동,,47150101
경상북도 김천시 감호동 ,은퇴생계형,편의,10,경상북도,김천시,감호동,,47150101
경상북도 김천시 모암동 ,영농상속형,교육,10,경상북도,김천시,모암동,,47150103
경상북도 김천시 모암동 ,영농상속형,교통,10,경상북도,김천시,모암동,,47150103
경상북도 김천시 모암동 ,영농상속형,농업_매물,7,경상북도,김천시,모암동,,47150103
경상북도 김천시 모암동 ,영농상속형,농업_지원,10,경상북도,김천시,모암동,,47150103
경상북도 김천시 모암동 ,영농상속형,서비스,10,경상북도,김천시,모암동,,47150103
경상북도 김천시 모암동 ,영농상속형,편의,10,경상북도,김천시,모암동,,47150103
경상북도 김천시 평화동 ,영농상속형,교육,10,경상북도,김천시,평화동,,47150105
경상북도 김천시 평화동 ,영농상속형,교통,10,경상북도,김천시,평화동,,47150105
경상북도 김천시 평화동 ,영농상속형,농업_매물,7,경상북도,김천시,평화동,,47150105
경상북도 김천시 평화동 ,영농상속형,농업_지원,10,경상북도,김천시,평화동,,47150105
경상북도 김천시 평화동 ,영농상속형,서비스,10,경상북도,김천시,평화동,,47150105
경상북도 김천시 평화동 ,영농상속형,편의,10,경상북도,김천시,평화동,,47150105
경상북도 김천시 평화동 ,은퇴생계형,교육,10,경상북도,김천시,평화동,,47150105
경상북도 김천시 평화동 ,은퇴생계형,교통,10,경상북도,김천시,평화동,,47150105
경상북도 김천시 평화동 ,은퇴생계형,농업_매물,7,경상북도,김천시,평화동,,47150105
경상북도 김천시 평화동 ,은퇴생계형,농업_지원,10,경상북도,김천시,평화동,,47150105
경상북도 김천시 평화동 ,은퇴생계형,서비스,10,경상북도,김천시,평화동,,47150105
경상북도 김천시 평화동 ,은퇴생계형,편의,10,경상북도,김천시,평화동,,47150105
경상북도 문경시 우지동 ,청년창농형,교육,9,경상북도,문경시,우지동,,47280104
경상북도 문경시 우지동 ,청년창농형,교통,9,경상북도,문경시,우지동,,47280104
경상북도 문경시 우지동 ,청년창농형,농업_매물,10,경상북도,문경시,우지동,,47280104
경상북도 문경시 우지동 ,청년창농형,농업_지원,9,경상북도,문경시,우지동,,47280104
경상북도 문경시 우지동 ,청년창농형,서비스,10,경상북도,문경시,우지동,,47280104
경상북도 문경시 우지동 ,청년창농형,편의,9,경상북도,문경시,우지동,,47280104
경상북도 문경시 점촌동 ,가족정착형,교육,10,경상북도,문경시,점촌동,,47280101
경상북도 문경시 점촌동 ,가족정착형,교통,10,경상북도,문경시,점촌동,,47280101
경상북도 문경시 점촌동 ,가족정착형,농업_매물,9,경상북도,문경시,점촌동,,47280101
경상북도 문경시 점촌동 ,가족정착형,농업_지원,9,경상북도,문경시,점촌동,,47280101
경상북도 문경시 점촌동 ,가족정착형,서비스,10,경상북도,문경시,점촌동,,47280101
경상북도 문경시 점촌동 ,가족정착형,편의,10,경상북도,문경시,점촌동,,47280101
경상북도 문경시 점촌동 ,은퇴생계형,교육,10,경상북도,문경시,점촌동,,47280101
경상북도 문경시 점촌동 ,은퇴생계형,교통,10,경상북도,문경시,점촌동,,47280101
경상북도 문경시 점촌동 ,은퇴생계형,농업_매물,9,경상북도,문경시,점촌동,,47280101
경상북도 문경시 점촌동 ,은퇴생계형,농업_지원,9,경상북도,문경시,점촌동,,47280101
경상북도 문경시 점촌동 ,은퇴생계형,서비스,10,경상북도,문경시,점촌동,,47280101
경상북도 문경시 점촌동 ,은퇴생계형,편의,10,경상북도,문경시,점촌동,,47280101
경상북도 문경시 창동 ,청년창농형,교육,7,경상북도,문경시,창동,,47280105
경상북도 문경시 창동 ,청년창농형,교통,9,경상북도,문경시,창동,,47280105
경상북도 문경시 창동 ,청년창농형,농업_매물,10,경상북도,문경시,창동,,47280105
경상북도 문경시 창동 ,청년창농형,농업_지원,8,경상북도,문경시,창동,,47280105
경상북도 문경시 창동 ,청년창농형,서비스,9,경상북도,문경시,창동,,47280105
경상북도 문경시 창동 ,청년창농형,편의,9,경상북도,문경시,창동,,47280105
경상북도 문경시 흥덕동 ,가족정착형,교육,10,경상북도,문경시,흥덕동,,47280103
경상북도 문경시 흥덕동 ,가족정착형,교통,10,경상북도,문경시,흥덕동,,47280103
경상북도 문경시 흥덕동 ,가족정착형,농업_매물,9,경상북도,문경시,흥덕동,,47280103
경상북도 문경시 흥덕동 ,가족정착형,농업_지원,9,경상북도,문경시,흥덕동,,47280103
경상북도 문경시 흥덕동 ,가족정착형,서비스,10,경상북도,문경시,흥덕동,,47280103
경상북도 문경시 흥덕동 ,가족정착형,편의,10,경상북도,문경시,흥덕동,,47280103
경상북도 문경시 흥덕동 ,은퇴생계형,교육,10,경상북도,문경시,흥덕동,,47280103
경상북도 문경시 흥덕동 ,은퇴생계형,교통,10,경상북도,문경시,흥덕동,,47280103
경상북도 문경시 흥덕동 ,은퇴생계형,농업_매물,9,경상북도,문경시,흥덕동,,47280103
경상북도 문경시 흥덕동 ,은퇴생계형,농업_지원,9,경상북도,문경시,흥덕동,,47280103
경상북도 문경시 흥덕동 ,은퇴생계형,서비스,10,경상북도,문경시,흥덕동,,47280103
경상북도 문경시 흥덕동 ,은퇴생계형,편의,10,경상북도,문경시,흥덕동,,47280103
경상북도 상주시 냉림동 ,가족정착형,교육,10,경상북도,상주시,냉림동,,47250105
경상북도 상주시 냉림동 ,가족정착형,교통,10,경상북도,상주시,냉림동,,47250105
경상북도 상주시 냉림동 ,가족정착형,농업_매물,10,경상북도,상주시,냉림동,,47250105
경상북도 상주시 냉림동 ,가족정착형,농업_지원,8,경상북도,상주시,냉림동,,47250105
경상북도 상주시 냉림동 ,가족정착형,서비스,10,경상북도,상주시,냉림동,,47250105
경상북도 상주시 냉림동 ,가족정착형,편의,10,경상북도,상주시,냉림동,,47250105
경상북도 상주시 냉림동 ,은퇴생계형,교육,10,경상북도,상주시,냉림동,,47250105
경상북도 상주시 냉림동 ,은퇴생계형,교통,10,경상북도,상주시,냉림동,,47250105
경상북도 상주시 냉림동 ,은퇴생계형,농업_매물,10,경상북도,상주시,냉림동,,47250105
경상북도 상주시 냉림동 ,은퇴생계형,농업_지원,8,경상북도,상주시,냉림동,,47250105
경상북도 상주시 냉림동 ,은퇴생계형,서비스,10,경상북도,상주시,냉림동,,47250105
경상북도 상주시 냉림동 ,은퇴생계형,편의,10,경상북도,상주시,냉림동,,47250105
경상북도 상주시 만산동 ,청년창농형,교육,10,경상북도,상주시,만산동,,47250133
경상북도 상주시 만산동 ,청년창농형,교통,10,경상북도,상주시,만산동,,47250133
경상북도 상주시 만산동 ,청년창농형,농업_매물,10,경상북도,상주시,만산동,,47250133
경상북도 상주시 만산동 ,청년창농형,농업_지원,8,경상북도,상주시,만산동,,47250133
경상북도 상주시 만산동 ,청년창농형,서비스,9,경상북도,상주시,만산동,,47250133
경상북도 상주시 만산동 ,청년창농형,편의,10,경상북도,상주시,만산동,,47250133
경상북도 상주시 무양동 ,은퇴생계형,교육,10,경상북도,상주시,무양동,,47250109
경상북도 상주시 무양동 ,은퇴생계형,교통,10,경상북도,상주시,무양동,,47250109
경상북도 상주시 무양동 ,은퇴생계형,농업_매물,10,경상북도,상주시,무양동,,47250109
경상북도 상주시 무양동 ,은퇴생계형,농업_지원,8,경상북도,상주시,무양동,,47250109
경상북도 상주시 무양동 ,은퇴생계형,서비스,10,경상북도,상주시,무양동,,47250109
경상북도 상주시 무양동 ,은퇴생계형,편의,10,경상북도,상주시,무양동,,47250109
경상북도 상주시 서문동 ,가족정착형,교육,10,경상북도,상주시,서문동,,47250108
경상북도 상주시 서문동 ,가족정착형,교통,10,경상북도,상주시,서문동,,47250108
경상북도 상주시 서문동 ,가족정착형,농업_매물,9,경상북도,상주시,서문동,,47250108
경상북도 상주시 서문동 ,가족정착형,농업_지원,7,경상북도,상주시,서문동,,47250108
경상북도 상주시 서문동 ,가족정착형,서비스,10,경상북도,상주시,서문동,,47250108
경상북도 상주시 서문동 ,가족정착형,편의,10,경상북도,상주시,서문동,,47250108
경상북도 상주시 서문동 ,은퇴생계형,교육,10,경상북도,상주시,서문동,,47250108
경상북도 상주시 서문동 ,은퇴생계형,교통,10,경상북도,상주시,서문동,,47250108
경상북도 상주시 서문동 ,은퇴생계형,농업_매물,9,경상북도,상주시,서문동,,47250108
경상북도 상주시 서문동 ,은퇴생계형,농업_지원,7,경상북도,상주시,서문동,,47250108
경상북도 상주시 서문동 ,은퇴생계형,서비스,10,경상북도,상주시,서문동,,47250108
경상북도 상주시 서문동 ,은퇴생계형,편의,10,경상북도,상주시,서문동,,47250108
경상북도 상주시 서성동 ,가족정착형,교육,10,경상북도,상주시,서성동,,47250106
경상북도 상주시 서성동 ,가족정착형,교통,10,경상북도,상주시,서성동,,47250106
경상북도 상주시 서성동 ,가족정착형,농업_매물,9,경상북도,상주시,서성동,,47250106
경상북도 상주시 서성동 ,가족정착형,농업_지원,8,경상북도,상주시,서성동,,47250106
경상북도 상주시 서성동 ,가족정착형,서비스,10,경상북도,상주시,서성동,,47250106
경상북도 상주시 서성동 ,가족정착형,편의,10,경상북도,상주시,서성동,,47250106
경상북도 상주시 서성동 ,은퇴생계형,교육,10,경상북도,상주시,서성동,,47250106
경상북도 상주시 서성동 ,은퇴생계형,교통,10,경상북도,상주시,서성동,,47250106
경상북도 상주시 서성동 ,은퇴생계형,농업_매물,9,경상북도,상주시,서성동,,47250106
경상북도 상주시 서성동 ,은퇴생계형,농업_지원,8,경상북도,상주시,서성동,,47250106
경상북도 상주시 서성동 ,은퇴생계형,서비스,10,경상북도,상주시,서성동,,47250106
경상북도 상주시 서성동 ,은퇴생계형,편의,10,경상북도,상주시,서성동,,47250106
경상북도 상주시 죽전동 ,청년창농형,교육,7,경상북도,상주시,죽전동,,47250132
경상북도 상주시 죽전동 ,청년창농형,교통,9,경상북도,상주시,죽전동,,47250132
경상북도 상주시 죽전동 ,청년창농형,농업_매물,10,경상북도,상주시,죽전동,,47250132
경상북도 상주시 죽전동 ,청년창농형,농업_지원,9,경상북도,상주시,죽전동,,47250132
경상북도 상주시 죽전동 ,청년창농형,서비스,9,경상북도,상주시,죽전동,,47250132
경상북도 상주시 죽전동 ,청년창농형,편의,9,경상북도,상주시,죽전동,,47250132
경상북도 영주시 문정동 ,청년창농형,교육,9,경상북도,영주시,문정동,,47210106
경상북도 영주시 문정동 ,청년창농형,교통,3,경상북도,영주시,문정동,,47210106
경상북도 영주시 문정동 ,청년창농형,농업_매물,10,경상북도,영주시,문정동,,47210106
경상북도 영주시 문정동 ,청년창농형,농업_지원,6,경상북도,영주시,문정동,,47210106
경상북도 영주시 문정동 ,청년창농형,서비스,10,경상북도,영주시,문정동,,47210106
경상북도 영주시 문정동 ,청년창농형,편의,10,경상북도,영주시,문정동,,47210106
경상북도 영주시 영주동 ,가족정착형,교육,10,경상북도,영주시,영주동,,47210101
경상북도 영주시 영주동 ,가족정착형,교통,7,경상북도,영주시,영주동,,47210101
경상북도 영주시 영주동 ,가족정착형,농업_매물,9,경상북도,영주시,영주동,,47210101
경상북도 영주시 영주동 ,가족정착형,농업_지원,6,경상북도,영주시,영주동,,47210101
경상북도 영주시 영주동 ,가족정착형,서비스,10,경상북도,영주시,영주동,,47210101
경상북도 영주시 영주동 ,가족정착형,편의,10,경상북도,영주시,영주동,,47210101
경상북도 영주시 조암동 ,청년창농형,교육,9,경상북도,영주시,조암동,,47210111
경상북도 영주시 조암동 ,청년창농형,교통,3,경상북도,영주시,조암동,,47210111
경상북도 영주시 조암동 ,청년창농형,농업_매물,10,경상북도,영주시,조암동,,47210111
경상북도 영주시 조암동 ,청년창농형,농업_지원,6,경상북도,영주시,조암동,,47210111
경상북도 영주시 조암동 ,청년창농형,서비스,9,경상북도,영주시,조암동,,47210111
경상북도 영주시 조암동 ,청년창농형,편의,10,경상북도,영주시,조암동,,47210111
경상북도 영주시 하망동 ,가족정착형,교육,10,경상북도,영주시,하망동,,47210103
경상북도 영주시 하망동 ,가족정착형,교통,6,경상북도,영주시,하망동,,47210103
경상북도 영주시 하망동 ,가족정착형,농업_매물,10,경상북도,영주시,하망동,,47210103
경상북도 영주시 하망동 ,가족정착형,농업_지원,6,경상북도,영주시,하망동,,47210103
경상북도 영주시 하망동 ,가족정착형,서비스,10,경상북도,영주시,하망동,,47210103
경상북도 영주시 하망동 ,가족정착형,편의,10,경상북도,영주시,하망동,,47210103
경상북도 영주시 휴천동 ,가족정착형,교육,10,경상북도,영주시,휴천동,,47210104
경상북도 영주시 휴천동 ,가족정착형,교통,7,경상북도,영주시,휴천동,,47210104
경상북도 영주시 휴천동 ,가족정착형,농업_매물,9,경상북도,영주시,휴천동,,47210104
경상북도 영주시 휴천동 ,가족정착형,농업_지원,6,경상북도,영주시,휴천동,,47210104
경상북도 영주시 휴천동 ,가족정착형,서비스,10,경상북도,영주시,휴천동,,47210104
경상북도 영주시 휴천동 ,가족정착형,편의,10,경상북도,영주시,휴천동,,47210104
전라북도 전주덕진구 우아동3가 ,영농상속형,교육,10,전라북도,전주덕진구,우아동3가,,45113115
전라북도 전주덕진구 우아동3가 ,영농상속형,교통,10,전라북도,전주덕진구,우아동3가,,45113115
전라북도 전주덕진구 우아동3가 ,영농상속형,농업_매물,8,전라북도,전주덕진구,우아동3가,,45113115
전라북도 전주덕진구 우아동3가 ,영농상속형,농업_지원,10,전라북도,전주덕진구,우아동3가,,45113115
전라북도 전주덕진구 우아동3가 ,영농상속형,서비스,10,전라북도,전주덕진구,우아동3가,,45113115
전라북도 전주덕진구 우아동3가 ,영농상속형,편의,10,전라북도,전주덕진구,우아동3가,,45113115
전라북도 전주덕진구 우아동3가 ,은퇴생계형,교육,10,전라북도,전주덕진구,우아동3가,,45113115
전라북도 전주덕진구 우아동3가 ,은퇴생계형,교통,10,전라북도,전주덕진구,우아동3가,,45113115
전라북도 전주덕진구 우아동3가 ,은퇴생계형,농업_매물,8,전라북도,전주덕진구,우아동3가,,45113115
전라북도 전주덕진구 우아동3가 ,은퇴생계형,농업_지원,10,전라북도,전주덕진구,우아동3가,,45113115
전라북도 전주덕진구 우아동3가 ,은퇴생계형,서비스,10,전라북도,전주덕진구,우아동3가,,45113115
전라북도 전주덕진구 우아동3가 ,은퇴생계형,편의,10,전라북도,전주덕진구,우아동3가,,45113115
전라북도 전주덕진구 호성동1가 ,가족정착형,교육,10,전라북도,전주덕진구,호성동1가,,45113116
전라북도 전주덕진구 호성동1가 ,가족정착형,교통,10,전라북도,전주덕진구,호성동1가,,45113116
전라북도 전주덕진구 호성동1가 ,가족정착형,농업_매물,9,전라북도,전주덕진구,호성동1가,,45113116
전라북도 전주덕진구 호성동1가 ,가족정착형,농업_지원,10,전라북도,전주덕진구,호성동1가,,45113116
전라북도 전주덕진구 호성동1가 ,가족정착형,서비스,10,전라북도,전주덕진구,호성동1가,,45113116
전라북도 전주덕진구 호성동1가 ,가족정착형,편의,10,전라북도,전주덕진구,호성동1가,,45113116
전라북도 전주덕진구 호성동1가 ,영농상속형,교육,10,전라북도,전주덕진구,호성동1가,,45113116
전라북도 전주덕진구 호성동1가 ,영농상속형,교통,10,전라북도,전주덕진구,호성동1가,,45113116
전라북도 전주덕진구 호성동1가 ,영농상속형,농업_매물,9,전라북도,전주덕진구,호성동1가,,45113116
전라북도 전주덕진구 호성동1가 ,영농상속형,농업_지원,10,전라북도,전주덕진구,호성동1가,,45113116
전라북도 전주덕진구 호성동1가 ,영농상속형,서비스,10,전라북도,전주덕진구,호성동1가,,45113116
전라북도 전주덕진구 호성동1가 ,영농상속형,편의,10,전라북도,전주덕진구,호성동1가,,45113116
전라북도 전주덕진구 호성동1가 ,은퇴생계형,교육,10,전라북도,전주덕진구,호성동1가,,45113116
전라북도 전주덕진구 호성동1가 ,은퇴생계형,교통,10,전라북도,전주덕진구,호성동1가,,45113116
전라북도 전주덕진구 호성동1가 ,은퇴생계형,농업_매물,9,전라북도,전주덕진구,호성동1가,,45113116
전라북도 전주덕진구 호성동1가 ,은퇴생계형,농업_지원,10,전라북도,전주덕진구,호성동1가,,45113116
전라북도 전주덕진구 호성동1가 ,은퇴생계형,서비스,10,전라북도,전주덕진구,호성동1가,,45113116
전라북도 전주덕진구 호성동1가 ,은퇴생계형,편의,10,전라북도,전주덕진구,호성동1가,,45113116
경상북도 경주시 안강읍 안강리,청년창농형,교육,10,경상북도,경주시,안강읍,안강리,4713025333
경상북도 경주시 안강읍 안강리,청년창농형,교통,9,경상북도,경주시,안강읍,안강리,4713025333
경상북도 경주시 안강읍 안강리,청년창농형,농업_매물,10,경상북도,경주시,안강읍,안강리,4713025333
경상북도 경주시 안강읍 안강리,청년창농형,농업_지원,9,경상북도,경주시,안강읍,안강리,4713025333
경상북도 경주시 안강읍 안강리,청년창농형,서비스,8,경상북도,경주시,안강읍,안강리,4713025333
경상북도 경주시 안강읍 안강리,청년창농형,편의,9,경상북도,경주시,안강읍,안강리,4713025333
경상북도 문경시 호계면 막곡리,청년창농형,교육,8,경상북도,문경시,호계면,막곡리,4728033030
경상북도 문경시 호계면 막곡리,청년창농형,교통,9,경상북도,문경시,호계면,막곡리,4728033030
경상북도 문경시 호계면 막곡리,청년창농형,농업_매물,10,경상북도,문경시,호계면,막곡리,4728033030
경상북도 문경시 호계면 막곡리,청년창농형,농업_지원,8,경상북도,문경시,호계면,막곡리,4728033030
경상북도 문경시 호계면 막곡리,청년창농형,서비스,9,경상북도,문경시,호계면,막곡리,4728033030
경상북도 문경시 호계면 막곡리,청년창농형,편의,9,경상북도,문경시,호계면,막곡리,4728033030
경상북도 영주시 이산면 원리,청년창농형,교육,9,경상북도,영주시,이산면,원리,4721031021
경상북도 영주시 이산면 원리,청년창농형,교통,4,경상북도,영주시,이산면,원리,4721031021
경상북도 영주시 이산면 원리,청년창농형,농업_매물,10,경상북도,영주시,이산면,원리,4721031021
경상북도 영주시 이산면 원리,청년창농형,농업_지원,5,경상북도,영주시,이산면,원리,4721031021
경상북도 영주시 이산면 원리,청년창농형,서비스,9,경상북도,영주시,이산면,원리,4721031021
경상북도 영주시 이산면 원리,청년창농형,편의,9,경상북도,영주시,이산면,원리,4721031021
